地址,緯經度,地下樓層數,分配容量,轄管分局,備註,類別,電腦編號
草屯鎮中山里成功路1段194號,"23.979995,120.681186",1.0,356.0,草屯分局,,草屯菸葉廠配銷處,KRA00192
草屯鎮中山里明賢街112號,"23.976095,120.681798",2.0,579.0,草屯分局,,一般住宅,KRA00361
草屯鎮中山里草溪路1070號1樓之1,"23.977642,120.682062",2.0,312.0,草屯分局,,一般住宅-幸福天空,KRA00360
草屯鎮中山里草鞋墩一街8號,"23.973939,120.680539",2.0,2811.0,草屯分局,,草屯鎮公所,KRA00347
草屯鎮中山里草鞋墩一街8號,"23.973939,120.680539",1.0,2811.0,草屯分局,,草屯鎮公所,KRA00349
草屯鎮中原里坪腳巷20號,"23.985036,120.721637",1.0,1600.0,草屯分局,,中原國小,KRA00356
草屯鎮北投里北投路文教巷43號,"23.986945,120.658846",1.0,138.0,草屯分局,,一般住宅,KRA00355
中寮鄉永平村初中巷16號,"23.880073,120.764945",1.0,137.0,草屯分局,,中寮國中,KRA00034
草屯鎮玉峰里玉屏路210號,"23.981806,120.686962",1.0,846.0,草屯分局,,草屯國小,KRA00124
草屯鎮玉峰里自由街55號,"23.983795,120.686065",1.0,1022.0,草屯分局,,廣大天下,KRA00304
草屯鎮玉峰里儒林街112號,"23.984432,120.687850",1.0,572.0,草屯分局,,鼎山建設公司天下王朝,KRA00253
草屯鎮和平里太平路二段287號,"23.976517,120.683393",1.0,88.0,草屯分局,,惠德宮,KRA00015
草屯鎮和平里太平路二段339號,"23.978057,120.684090",1.0,98.0,草屯分局,,一般住宅,KRA00213
草屯鎮和平里太平路二段231號,"23.974974,120.683449",1.0,14.0,草屯分局,,王外科,KRA00006
草屯鎮和平里碧山路80號,"23.978195,120.685082",2.0,2572.0,草屯分局,,草屯公有市場,KRA00346
草屯鎮和平里虎山路819號,"23.976358,120.685628",2.0,2756.0,草屯分局,,草屯公有立體停車場,KRA00348
草屯鎮明正里平等街140號,"23.984935,120.686165",1.0,657.0,草屯分局,,中國醫藥學院草屯院區,KRA00195
草屯鎮明正里博愛路451號,"23.985815,120.684416",1.0,191.0,草屯分局,,華麗大樓,KRA00198
草屯鎮明正里中正路889號,"23.984839,120.686278",1.0,30.0,草屯分局,,一般住宅,KRA00154
草屯鎮明正里中正路891號,"23.984871,120.686255",1.0,30.0,草屯分局,,一般住宅,KRA00153
草屯鎮明正里中正路893號,"23.984841,120.686212",1.0,30.0,草屯分局,,一般住宅,KRA00152
"草屯鎮明正里中正路887號 ","23.984804,120.686163",1.0,62.0,草屯分局,,一般住宅,KRA00155
草屯鎮明正里中正路893-1號,"23.984802,120.686233",1.0,45.0,草屯分局,,一般住宅,KRA00370
草屯鎮明正里中正路1130-1號,"23.990638,120.688698",1.0,739.0,草屯分局,,中正家園,KRA00306
"草屯鎮明正里成功路1段459號 ","23.984574,120.682283",1.0,156.0,草屯分局,,上毅天下,KRA00243
"草屯鎮明正里成功路1段265號 ","23.981574,120.681197",1.0,1031.0,草屯分局,,大園道,KRA00291
草屯鎮明正里中山街322號,"23.980998,120.683210",1.0,158.0,草屯分局,,一般住宅,KRA00123
草屯鎮炎峰里虎山路915號,"23.978805,120.685775",1.0,202.0,草屯分局,,曾漢棋醫院,KRA00148
草屯鎮炎峰里虎山路792號,"23.976506,120.685915",1.0,40.0,草屯分局,,一般住宅,KRA00158
草屯鎮炎峰里虎山路808號,"23.977509,120.685953",1.0,250.0,草屯分局,,草屯國中,KRA00241
草屯鎮炎峰里虎山路808號,"23.977509,120.685953",1.0,101.0,草屯分局,,草屯國中,KRA00248
草屯鎮炎峰里虎山路808號,"23.977509,120.685953",1.0,663.0,草屯分局,,草屯國中,KRA00324
草屯鎮炎峰里碧山路14號,"23.978183,120.687504",1.0,970.0,草屯分局,,皇家特區,KRA00305
草屯鎮炎峰里明賢街1段52弄15號,"23.975831,120.685983",1.0,2196.0,草屯分局,,高明世家,KRA00310
草屯鎮炎峰里中正路613號,"23.979181,120.685821",1.0,486.0,草屯分局,,國泰人壽,KRA00138
草屯鎮炎峰里中正路571-1號,"23.979472,120.693665",1.0,101.0,草屯分局,,草屯鎮立游泳池,KRA00040
"草屯鎮炎峰里和興街94號 ","23.979487,120.685046",1.0,1115.0,草屯分局,,總慶建設公司,KRA00264
草屯鎮炎峰里中正路602號,"23.979362,120.686896",1.0,1575.0,草屯分局,,一般住宅,KRA00297
"草屯鎮炎峰里中正路610號 ","23.979299,120.686085",1.0,353.0,草屯分局,,新光人壽,KRA00036
草屯鎮南埔里南平路528號,"23.973983,120.729725",1.0,364.0,草屯分局,,研習中心,KRA00110
草屯鎮南埔里中正路344-44號,"23.979103,120.719314",1.0,1297.0,草屯分局,,將軍廟文教中心,KRA00287
草屯鎮御史里中正路權郎巷9號,"24.002293,120.692419",1.0,3071.0,草屯分局,,崧源濾材,KRA00342
草屯鎮御史里中正路1747號,"24.003988,120.693705",2.0,1104.0,草屯分局,,寶旺萊6號花園酒店,KRA00343
草屯鎮御史里中正路1182號,"23.992122,120.688536",1.0,943.0,草屯分局,,中正龍庭,KRA00268
草屯鎮御史里玉屏路161號,"23.990125,120.704614",1.0,3471.0,草屯分局,,草屯療養院,KRA00052
"草屯鎮御史里玉屏路161號 ","23.990125,120.704614",1.0,1641.0,草屯分局,,草屯療養院-行政大樓,KRA00053
草屯鎮御史里玉屏路161號,"23.990125,120.704614",1.0,463.0,草屯分局,,草屯療養院,KRA00054
草屯鎮御史里玉屏路161號,"23.990125,120.704614",1.0,220.0,草屯分局,,草屯療養院,KRA00055
"草屯鎮御史里18鄰大覺路976 號","24.002654,120.713182",1.0,503.0,草屯分局,,大乘寶塔納骨塔,KRA00364
草屯鎮御史里28鄰中正路權郎巷7號,"24.002094,120.692306",1.0,1297.0,草屯分局,,大樓,KRA00365
草屯鎮富寮里中正路572號,"23.970854,120.686743",1.0,1166.0,草屯分局,,國立手工藝研究所設計館,KRA00057
草屯鎮富寮里中正路568號,"23.981942,120.696461",1.0,1542.0,草屯分局,,南開科技大學圖書館,KRA00144
草屯鎮富寮里中正路568號,"23.981942,120.696461",1.0,1887.0,草屯分局,,南開科技大學南新館,KRA00330
草屯鎮富寮里中正路568號,"23.981942,120.696461",1.0,454.0,草屯分局,,南開科技大學商學館,KRA00258
草屯鎮富寮里中正路569號,"23.979742,120.693335",1.0,248.0,草屯分局,,南開科技大學工業工程館,KRA00331
草屯鎮富寮里中正路568號,"23.981942,120.696461",1.0,1323.0,草屯分局,,南開科技大學商學館,KRA00137
草屯鎮富寮里中正路571-1號,"23.979351,120.694214",1.0,1386.0,草屯分局,,草屯鎮立青少年活動中心,KRA00196
草屯鎮富寮里中正路567號,"23.979211,120.699614",1.0,61.0,草屯分局,,富功國小星雲館,KRA00217
草屯鎮富寮里中正路559巷1號,"23.979256,120.696473",1.0,3393.0,草屯分局,,一般住宅,KRA00332
草屯鎮富寮里中正路567-5號,"23.979154,120.699585",1.0,1150.0,草屯分局,,總統官邸,KRA00333
草屯鎮富寮里富春路48巷26號,"23.979646,120.702291",1.0,1204.0,草屯分局,,寬心成家,KRA00334
草屯鎮富寮里中正路574號,"23.980979,120.691895",1.0,54.0,草屯分局,,工藝研究中心地方工藝館,KRA00338
草屯鎮富寮里中正路574號,"23.980979,120.691895",1.0,146.0,草屯分局,,工藝研究中心生活館,KRA00339
草屯鎮富寮里中正路579-1號,"23.979483,120.688987",1.0,840.0,草屯分局,,草屯地政事務所,KRA00340
草屯鎮富寮里富中正路71號,"23.976206,120.705941",1.0,2095.0,草屯分局,,南開會館,KRA00341
"草屯鎮敦和里忠孝街287巷1號 ","23.982626,120.680444",1.0,1620.0,草屯分局,,惠慶建設-忠孝傳家,KRA00277
草屯鎮敦和里碧山路342號,"23.978932,120.677651",1.0,1605.0,草屯分局,,上廣建設公司-上毅皇宮,KRA00367
草屯鎮敦和里碧山路122號,"23.978261,120.683856",1.0,40.0,草屯分局,,千葉茶行,KRA00056
草屯鎮敦和里仁愛街59號,"23.979948,120.678710",1.0,234.0,草屯分局,,豐閣建設,KRA00369
草屯鎮敦和里碧山南路112號,"23.978485,120.678426",1.0,14.0,草屯分局,,一般住宅,KRA00237
"草屯鎮敦和里敦和路72-6號 ","23.981948,120.677905",1.0,132.0,草屯分局,,敦和國小-第3棟教學大樓,KRA00125
草屯鎮敦和里敦和路72-6號,"23.981948,120.677905",1.0,104.0,草屯分局,,敦和國小-第3棟教學大樓,KRA00235
草屯鎮敦和里敦和路72-6號,"23.981948,120.677905",1.0,55.0,草屯分局,,敦和國小-第2棟教學大樓,KRA00300
草屯鎮敦和里仁愛街267號,"23.984837,120.677835",1.0,203.0,草屯分局,,一般住宅,KRA00121
草屯鎮敦和里仁愛街76巷8號,"23.980299,120.679153",1.0,223.0,草屯分局,,愛丁堡大樓,KRA00344
草屯鎮敦和里信義街139號,"23.981927,120.675957",1.0,386.0,草屯分局,,水稻之歌第11期,KRA00350
草屯鎮敦和里敦和路72-6號,"23.981203,120.678109",1.0,1062.0,草屯分局,,敦和國小-第1棟教學大樓,KRA00351
草屯鎮敦和里敦和路133號,"23.981012,120.674520",1.0,568.0,草屯分局,,璞仁建設-美麗,KRA00352
草屯鎮新庄里芬草路二段417號,"23.993183,120.668923",2.0,370.0,草屯分局,,一般住宅,KRA00354
草屯鎮新庄里芬草路二段417號1樓之1,"23.993056,120.668837",2.0,370.0,草屯分局,,一般住宅,KRA00363
草屯鎮新厝里中興路210號,"23.973943,120.686289",1.0,327.0,草屯分局,,一般住宅-洪豐田,KRA00292
"草屯鎮新厝里中興路212號 ","23.974043,120.686166",1.0,306.0,草屯分局,,一般住宅,KRA00260
草屯鎮新厝里中興路230號,"23.973991,120.686605",1.0,306.0,草屯分局,,洋洋大觀管委會-李金水,KRA00283
草屯鎮新厝里中興路178號,"23.974079,120.685042",1.0,63.0,草屯分局,,一般住宅,KRA00272
草屯鎮新厝里新富二街50號,"23.970669,120.683914",1.0,270.0,草屯分局,,一般住宅,KRA00362
草屯鎮新豐里稻香路20-2號,"23.992871,120.686608",1.0,781.0,草屯分局,,僑光國小,KRA00335
草屯鎮新豐里稻香路45號,"23.995432,120.678939",1.0,533.0,草屯分局,,日新國中,KRA00336
草屯鎮新豐里新豐路96巷100號,"23.992318,120.681786",1.0,421.0,草屯分局,,金福華食品公司,KRA00337
"草屯鎮新豐里中正路1203號 ","23.992729,120.688040",1.0,81.0,草屯分局,,豐田汽車,KRA00182
草屯鎮碧峰里碧山路1126-2號,"23.975582,120.654848",1.0,607.0,草屯分局,,一般住宅,KRA00358
草屯鎮雙冬里中正路34號,"23.984384,120.793416",1.0,138.0,草屯分局,,雙冬國小,KRA00359
草屯鎮北勢里玉屏巷1-6號,"23.991569,120.739878",1.0,263.0,草屯分局,,鳥嘴潭人工湖管理中心,KRA00371
草屯鎮富寮里富春路四維巷6號1樓之1,"23.981406,120.701854",1.0,4431.0,草屯分局,,久樘四季Villa大樓,KRA00372
埔里鎮北門里中山路2段289號,"23.965693,120.968894",1.0,2411.0,埔里分局,,一般住宅,KQA00056
埔里鎮北門里北環路2段90號,"23.965798,120.973549",1.0,113.0,埔里分局,,一般住宅,KQA00070
埔里鎮北門里中山路2段294號,"23.965878,120.968124",1.0,110.0,埔里分局,,一般住宅,KQA00020
埔里鎮南門里中山路2段399號,"23.964233,120.965463",1.0,1959.0,埔里分局,,飯店,KQA00037
埔里鎮南門里西安路1段89號,"23.965478,120.965601",2.0,471.0,埔里分局,,飯店,KQA00045
埔里鎮薰化里南興街415號,"23.966683,120.960981",1.0,28.0,埔里分局,,一般住宅,KQA00053
埔里鎮薰化里中山一路50號之1,"23.966478,120.960886",1.0,48.0,埔里分局,,一般住宅,KQA00052
埔里鎮薰化里南興街417號,"23.966753,120.961059",1.0,28.0,埔里分局,,一般住宅,KQA00054
埔里鎮薰化里南興街419號,"23.966727,120.960999",1.0,28.0,埔里分局,,一般住宅,KQA00055
埔里鎮薰化里南興街2段413號,"23.965696,120.962373",1.0,49.0,埔里分局,,一般住宅,KQA00058
埔里鎮杷城里東興二街36號,"23.957468,120.971036",1.0,414.0,埔里分局,,金鶯山建設,KQA00089
埔里鎮東門里中正路399號,"23.964915,120.967919",1.0,115.0,埔里分局,,一般住宅,KQA00079
埔里鎮東門里中正路369號,"23.964184,120.968615",1.0,588.0,埔里分局,,一般住宅,KQA00084
埔里鎮枇杷里東興三街266號,"23.957861,120.975785",1.0,72.0,埔里分局,,一般住宅,KQA00017
埔里鎮北安里中華路211號,"23.970485,120.972594",1.0,1074.0,埔里分局,,中興保全,KQA00023
埔里鎮北安里北安路70號,"23.969884,120.971369",1.0,510.0,埔里分局,,一般住宅,KQA00073
埔里鎮北安里北安路61號,"23.969467,120.971475",1.0,546.0,埔里分局,,公賣局埔里配銷所,KQA00030
埔里鎮北梅里中華路261巷11號,"23.971952,120.971357",1.0,770.0,埔里分局,,一般住宅,KQA00097
埔里鎮北梅里西安路1段299號,"23.972713,120.969950",1.0,488.0,埔里分局,,日茂證劵,KQA00061
埔里鎮枇杷里中山路1段435號,"23.972174,120.977725",1.0,555.0,埔里分局,,埔里高工,KQA00022
埔里鎮枇杷里中山路1段435號,"23.972174,120.977725",1.0,417.0,埔里分局,,埔里高工,KQA00096
埔里鎮枇杷里中山路1段435號,"23.972174,120.977725",1.0,1186.0,埔里分局,,埔里高工,KQA00107
埔里鎮枇杷里中山路1段436號,"23.972922,120.978048",1.0,1131.0,埔里分局,,埔里高工,KQA00019
埔里鎮北梅里八德路179號,"23.971586,120.967423",1.0,414.0,埔里分局,,殘障大樓,KQA00106
埔里鎮枇杷里樹人三街137巷6號,"23.963032,120.976998",2.0,1734.0,埔里分局,,一般住宅,KQA00111
埔里鎮北安里六合路141號,"23.970797,120.972852",1.0,54.0,埔里分局,,農田水利會福興站,KQA00025
埔里鎮蜈蚣里鯉魚路37號,"23.958414,120.999718",1.0,677.0,埔里分局,,一般住宅,KQA00092
埔里鎮北安里中華路239號,"23.971438,120.972260",1.0,2411.0,埔里分局,,藝文中心,KQA00057
埔里鎮大城里安四街163號,"23.969258,120.953382",1.0,466.0,埔里分局,,一般住宅,KQA00063
埔里鎮大城里中山路3段219號,"23.967948,120.960597",1.0,166.0,埔里分局,,埔里酒廠,KQA00001
埔里鎮鐵山里鐵山路1號,"23.971642,120.947022",3.0,13386.0,埔里分局,,埔里基督教醫院,KQA00100
埔里鎮大城里中山路246號,"23.968737,120.958645",1.0,1711.0,埔里分局,,一般住宅,KQA00086
埔里鎮鐵山里鐵山路1-6號,"23.971846,120.946007",1.0,389.0,埔里分局,,暨大附中,KQA00029
埔里鎮鐵山里鐵山路1-6號,"23.971846,120.946007",1.0,389.0,埔里分局,,暨大附中,KQA00074
埔里鎮溪南里溪南巷10號,"23.959146,120.951717",2.0,2618.0,埔里分局,,地藏寶塔,KQA00102
埔里鎮水頭里隆生路87-1號,"23.959688,120.967757",1.0,60.0,埔里分局,,台灣佳美工公司,KQA00014
埔里鎮水頭里東潤路67-4號,"23.940658,120.986797",1.0,33.0,埔里分局,,一般住宅,KQA00060
國姓鄉國姓村國姓路460之1號,"24.034823,120.855168",1.0,72.0,埔里分局,,水利會,KQA00042
國姓鄉國姓村國姓路211號,"24.043618,120.860903",1.0,285.0,埔里分局,,"國姓國小 ",KQA00104
竹山鎮中山里新生路346號,"23.750804,120.676756",1.0,250.0,竹山分局,,中山里老人活動中心,KSA00002
竹山鎮中正里橫街38號,"23.754773,120.684367",1.0,16.0,竹山分局,,永和旅社,KSA00003
竹山鎮中正里橫街8號,"23.754773,120.684367",1.0,11.0,竹山分局,,阿生旅社,KSA00004
竹山鎮中山里竹山路179號,"23.754215,120.682943",1.0,16.0,竹山分局,,仁濟診所,KSA00006
竹山鎮中山里竹山路187號,"23.754291,120.682637",1.0,16.0,竹山分局,,陳婦產科,KSA00007
竹山鎮硘磘里鯉南路116-72及116-84號,"23.747711,120.675631",1.0,902.0,竹山分局,,"慶懋建設公司 （龍郡社區）",KSA00008
竹山鎮中山里頂林路51號,"23.751683,120.681858",1.0,11.0,竹山分局,,一般住宅,KSA00010
竹山鎮中山里頂林路49號,"23.751643,120.681135",1.0,11.0,竹山分局,,一般住宅,KSA00011
竹山鎮中山里頂林路53號,"23.751676,120.680966",1.0,11.0,竹山分局,,一般住宅,KSA00012
竹山鎮中山里頂林路55號,"23.751482,120.681535",1.0,11.0,竹山分局,,一般住宅,KSA00013
竹山鎮中山里頂林路57號,"23.751374,120.681148",1.0,11.0,竹山分局,,一般住宅,KSA00014
竹山鎮雲林里集山路三段1112號,"23.754820,120.680026",1.0,11.0,竹山分局,,一般住宅,KSA00018
竹山鎮雲林里埔頭街86號,"23.755689,120.679203",1.0,83.0,竹山分局,,秀山園旅社,KSA00019
竹山鎮中山里頂林路59號,"23.755689,120.679203",1.0,11.0,竹山分局,,一般住宅,KSA00020
竹山鎮中正里橫街28號,"23.754708,120.684223",1.0,11.0,竹山分局,,一般住宅,KSA00021
竹山鎮竹圍里下橫街253-1號,"23.761104,120.681985",1.0,530.0,竹山分局,,竹山高中禮堂,KSA00023
竹山鎮竹山里集山路三段885號,"23.757307,120.683407",1.0,11.0,竹山分局,,一般住宅,KSA00024
竹山鎮竹山里集山路三段883號,"23.757222,120.683629",1.0,11.0,竹山分局,,一般住宅,KSA00025
竹山鎮中山里菜園路27號,"23.754019,120.683995",1.0,94.0,竹山分局,,台西客運竹山站,KSA00026
竹山鎮竹山里前山路一段橫巷24號,"23.762657,120.674317",1.0,1618.0,竹山分局,,"盈婚事業有限公司 ",KSA00028
竹山鎮雲林里集山路三段1146號,"23.754335,120.679247",1.0,260.0,竹山分局,,國泰人壽保險公司,KSA00029
竹山鎮竹山里橫街90號後棟1樓,"23.756258,120.683226",1.0,862.0,竹山分局,,竹山鎮公所零售市場,KSA00030
竹山鎮延平里延平三路20號,"23.767754,120.701739",1.0,133.0,竹山分局,,展頌公司,KSA00031
竹山鎮中崎里沉潭巷1-5號,"23.756989,120.669805",1.0,50.0,竹山分局,,一般住宅,KSA00033
竹山鎮延平里延平五路8號,"23.768007,120.699896",1.0,47.0,竹山分局,,台灣增格公司,KSA00035
竹山鎮延平里東鄉路12-19巷1號,"23.768017,120.708172",1.0,637.0,竹山分局,,"俊東建設公司            ",KSA00036
竹山鎮延祥里瑞竹巷25弄1號,"23.763764,120.703101",1.0,954.0,竹山分局,,丞基建設公司,KSA00037
竹山鎮延祥里集山路三段272巷16號,"23.764485,120.700206",2.0,966.0,竹山分局,,慈山醫院,KSA00038
竹山鎮延平里延平五路23號,"23.768077,120.699410",1.0,50.0,竹山分局,,賢山企業公司,KSA00039
竹山鎮延平里延平二路9號,"23.768969,120.703245",1.0,102.0,竹山分局,,翔偉公司,KSA00040
竹山鎮山崇里集山路二段75號,"23.800299,120.714156",1.0,1988.0,竹山分局,,竹山秀傳醫院,KSA00041
竹山鎮延平里延平路20號,"23.768661,120.702084",1.0,50.0,竹山分局,,杉原公司,KSA00043
竹山鎮中山里竹山路217號,"23.753779,120.682008",1.0,498.0,竹山分局,,"竹山國中-禮堂 ",KSA00044
竹山鎮下坪里枋坪巷2-36及2-37號,"23.761045,120.685283",1.0,2338.0,竹山分局,,衛民建設有限公司,KSA00047
竹山鎮桂林里中山路2-41號,"23.753515,120.688851",1.0,1049.0,竹山分局,,"至德山產股份有限公司 ",KSA00048
鹿谷鄉彰雅村中正路一段231號,"23.741616,120.757187",1.0,355.0,竹山分局,,鹿谷鄉農會門市部,KSA00049
鹿谷鄉初鄉村中正路三段2號,"23.756176,120.744585",1.0,166.0,竹山分局,,茶之鄉,KSA00050
鹿谷鄉廣興村中正一路148號,"23.735347,120.762578",1.0,177.0,竹山分局,,"龍翔茶行  ",KSA00051
鹿谷鄉鹿谷村興農巷50-6號,"23.747908,120.754101",1.0,60.0,竹山分局,,鹿谷村活動中心,KSA00052
鹿谷鄉初鄉村中正路三段558（576）號,"23.764513,120.735644",1.0,2690.0,竹山分局,,久林建設公司,KSA00053
鹿谷鄉永隆村堀邊巷4-1號,"23.751408,120.772256",1.0,51.0,竹山分局,,一般住宅,KSA00055
鹿谷鄉永隆村仁義路80-32號,"23.753358,120.775923",1.0,336.0,竹山分局,,一般住宅,KSA00056
鹿谷鄉永隆村堀邊巷3-5號,"23.752748,120.770829",1.0,107.0,竹山分局,,一般住宅,KSA00057
鹿谷鄉內湖村森林巷9號,"23.673096,120.797138",1.0,273.0,竹山分局,,溪頭自然教育園區,KSA00059
鹿谷鄉內湖村森林巷15號,"23.670249,120.788233",1.0,446.0,竹山分局,,救國團青/活動中心,KSA00060
鹿谷鄉內湖村興產路1-21號,"23.672861,120.795646",1.0,35.0,竹山分局,,員林客運溪頭站,KSA00061
鹿谷鄉內湖村興產路2-3號,"23.674263,120.795922",1.0,378.0,竹山分局,,"明山別館     ",KSA00062
竹山鎮延平里延平五路11號,"23.767923,120.699649",1.0,53.0,竹山分局,,向強公司,KSA00063
竹山鎮延和里安定巷61號,"23.761918,120.688449",1.0,414.0,竹山分局,,交通部電信總局,KSA00065
鹿谷鄉內湖村興產路2-3號,"23.674263,120.795922",1.0,626.0,竹山分局,,明山別館,KSA00066
鹿谷鄉內湖村米堤街1號,"23.683342,120.795683",1.0,4431.0,竹山分局,,米堤大飯店,KSA00067
鹿谷鄉彰雅村中正路一段92號,"23.739058,120.760346",1.0,173.0,竹山分局,,鹿谷鄉凍頂茶直銷中心,KSA00068
鹿谷鄉永隆村鳳園路293號,"23.753593,120.774875",1.0,99.0,竹山分局,,一般住宅,KSA00069
竹山鎮竹山里大明路292號,"23.760517,120.684585",1.0,649.0,竹山分局,,"茂證卷股份有限公司 ",KSA00070
竹山鎮竹圍里大禮路227號,"23.761000,120.677827",1.0,3054.0,竹山分局,,"豪隆建設股份有限公司  ",KSA00071
竹山鎮延平里延平路23號,"23.769024,120.701936",1.0,963.0,竹山分局,,"黃呈玉 ",KSA00072
竹山鎮竹山里昭德街66號,"23.759519,120.685829",1.0,294.0,竹山分局,,一般住宅,KSA00073
集集鎮永昌里民生東1號,"23.828186,120.800727",1.0,1057.0,集集分局,,行政院特有生物保育中心,KTA0001
魚池鄉魚池村19鄰魚池街555號,"23.898992,120.934968",1.0,53.0,集集分局,,一般住宅,KTA0007
魚池鄉魚池村9鄰瓊文巷39號之2,"23.907311,120.936247",1.0,587.0,集集分局,,基督教安息會台灣區會,KTA0009
水里鄉農富村中正路26號,"23.817581,120.855534",1.0,64.0,集集分局,,一般住宅,KTA0013
水里鄉農富村中正路25號,"23.817637,120.855059",1.0,64.0,集集分局,,一般住宅,KTA0014
水里鄉農富村民生路340號,"23.816966,120.854832",1.0,83.0,集集分局,,一般住宅,KTA0015
水里鄉農富村中正路27號,"23.817529,120.855063",1.0,64.0,集集分局,,一般住宅,KTA0017
水里鄉農富村民生路320號,"23.816699,120.854668",1.0,48.0,集集分局,,一般住宅,KTA0018
水里鄉農富村民生路298號,"23.816461,120.854694",1.0,16.0,集集分局,,一般住宅,KTA0020
水里鄉農富村民生路300號,"23.816621,120.854522",1.0,16.0,集集分局,,一般住宅,KTA0021
水里鄉農富村民生路302號,"23.816481,120.854515",1.0,16.0,集集分局,,一般住宅,KTA0022
水里鄉農富村民生路306號,"23.816656,120.854441",1.0,16.0,集集分局,,一般住宅,KTA0023
水里鄉農富村民生路308號,"23.816563,120.854445",1.0,16.0,集集分局,,一般住宅,KTA0024
水里鄉農富村民生路310號,"23.816571,120.854515",1.0,16.0,集集分局,,一般住宅,KTA0025
水里鄉農富村民生路318號,"23.816816,120.854354",1.0,44.0,集集分局,,一般住宅,KTA0026
水里鄉農富村民生路326號,"23.816816,120.854462",1.0,16.0,集集分局,,一般住宅,KTA0027
水里鄉中央村民生路383號,"23.816514,120.854174",1.0,22.0,集集分局,,一般住宅,KTA0030
水里鄉農富村民生路370號,"23.817464,120.854271",1.0,55.0,集集分局,,一般住宅,KTA0031
水里鄉城中村市場街102號,"23.816509,120.851828",1.0,94.0,集集分局,,天聖宮,KTA0032
水里鄉北埔村博愛路35號,"23.812534,120.854287",1.0,666.0,集集分局,,中華電信公司水里服務中心,KTA0033
水里鄉北埔村民族路277號,"23.814093,120.854867",1.0,362.0,集集分局,,國泰保險公司水里展業處,KTA0037
水里鄉中央村民生路363號,"23.817028,120.854062",1.0,1907.0,集集分局,,水里鄉公所,KTA0038
水里鄉中央村民生路361號,"23.816961,120.854334",1.0,1100.0,集集分局,,水里鄉公所,KTA0039
水里鄉北埔村中山路515號,"23.812953,120.850579",1.0,1285.0,集集分局,,玉山國家公園管理處,KTA0040
水里鄉北埔村中山路517號,"23.812914,120.850028",1.0,502.0,集集分局,,玉山國家公園管理處,KTA0041
魚池鄉水社村名勝街24號,"23.865231,120.911261",1.0,92.0,集集分局,,台灣銀行休閒中心,KTA0045
魚池鄉水社村中興路142號,"23.862009,120.907286",3.0,643.0,集集分局,,涵碧樓飯店,KTA0046
魚池鄉水社村名勝街3號,"23.865349,120.912351",1.0,55.0,集集分局,,一般住宅,KTA0047
魚池鄉水社村中興路120號,"23.864641,120.910747",1.0,127.0,集集分局,,日月潭電信局,KTA0052
魚池鄉水社村名勝街5號,"23.865128,120.912014",1.0,21.0,集集分局,,水沙蓮大飯店,KTA0053
魚池鄉水社村名勝街4號,"23.865680,120.911871",2.0,62.0,集集分局,,名勝大飯店,KTA0054
魚池鄉水社村中興路136號,"23.863980,120.906943",1.0,255.0,集集分局,,教師會館,KTA0055
水里鄉永豐村南湖1號,"23.807963,120.853718",1.0,1832.0,集集分局,,國立水里高職,KTA0057
魚池鄉魚池村瓊文巷39號,"23.902819,120.934392",1.0,532.0,集集分局,,基督教復臨日安息會,KTA0058
仁愛鄉大同村山農巷28號,"24.021069,121.134262",1.0,35.0,仁愛分局,,國立仁愛高農,KOA000001
仁愛鄉大同村仁和路69號,"24.022802,121.132097",1.0,126.0,仁愛分局,,霧櫻大飯店,KOA000004
仁愛鄉榮興村松原巷11號,"24.174977,121.289155",1.0,514.0,仁愛分局,,太魯閣國家公園管理處,KOA000006
信義鄉東埔村開高巷70號之2,"23.561319,120.928132",1.0,1053.0,信義分局,,東埔山莊,KPA0001
信義鄉東埔村開高巷60號,"23.562789,120.929777",1.0,523.0,信義分局,,勝華大飯店,KPA0002
信義鄉東埔村玉山北峰1號,"23.491776,120.957844",1.0,11.0,信義分局,,玉山氣象站,KPA0004
