電腦編號,座落,緯度,經度,地下樓層數,可容納人數,管轄分局,placemark_address
TQA0084,宜蘭縣蘇澳鎮聖愛里中山路二段235號 ,24.6097827,121.8261511,3.0,384.0,蘇澳分局,宜蘭縣蘇澳鎮聖愛里中山路二段235號 
TQA0085,宜蘭縣蘇澳鎮蘇西里中山路一段308巷46號,24.5970186,121.8407833,1.0,194.0,蘇澳分局,宜蘭縣蘇澳鎮蘇西里中山路一段308巷46號
TQA0028,宜蘭縣蘇澳鎮龍德里德興一路7號,24.6306876,121.8272142,1.0,66.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興一路7號
TQA0029,宜蘭縣蘇澳鎮龍德里德興一路23號,24.6280891,121.8245266,1.0,222.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興一路23號
TQA0030,宜蘭縣蘇澳鎮龍德里德興一路29號,24.6268404,121.8231349,1.0,105.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興一路29號
TQA0031,宜蘭縣蘇澳鎮龍德里德興一路41號,24.625022,121.8215142,1.0,109.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興一路41號
TQA0034,宜蘭縣蘇澳鎮龍德里德興六路8號,24.6314771,121.8259685,1.0,79.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興六路8號
TQA0036,宜蘭縣蘇澳鎮龍德里德興七路6號,24.6351558,121.8297971,1.0,95.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興七路6號
TQA0037,宜蘭縣蘇澳鎮龍德里德興六路11號,24.6309025,121.8239126,1.0,103.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興六路11號
TQA0039,宜蘭縣蘇澳鎮龍德里自強路17號,24.6327315,121.8254993,1.0,60.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里自強路17號
TQA0040,宜蘭縣蘇澳鎮龍德里自強路19號,24.6327074,121.8249609,1.0,42.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里自強路19號
TQA0042,宜蘭縣蘇澳鎮永榮里大同路108號,24.6215957,121.8345477,1.0,218.0,蘇澳分局,宜蘭縣蘇澳鎮永榮里大同路108號
TQA0044,宜蘭縣蘇澳鎮永榮里新馬路2號,24.6181961,121.8324637,1.0,87.0,蘇澳分局,宜蘭縣蘇澳鎮永榮里新馬路2號
TQA0046,宜蘭縣蘇澳鎮龍德里福德路134號,24.6397131,121.8320861,1.0,258.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里福德路134號
TQA0048,宜蘭縣蘇澳鎮龍德里德興一路45號,24.6242672,121.8208355,1.0,88.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興一路45號
TQA0049,宜蘭縣蘇澳鎮龍德里德興一路17號,24.6290464,121.8250604,1.0,106.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興一路17號
TQA0052,宜蘭縣蘇澳鎮隘丁里忠孝路166巷16號,24.6142247,121.8374795,1.0,243.0,蘇澳分局,宜蘭縣蘇澳鎮隘丁里忠孝路166巷16號
TQA0053,宜蘭縣蘇澳鎮隘丁里隘丁路12號,24.6180774,121.835055,1.0,262.0,蘇澳分局,宜蘭縣蘇澳鎮隘丁里隘丁路12號
TQA0054,宜蘭縣蘇澳鎮龍德里自強路10號,24.6338703,121.8291561,1.0,570.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里自強路10號
TQA0055,宜蘭縣蘇澳鎮龍德里德興八路5號,24.6363949,121.8296087,1.0,158.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興八路5號
TQA0065,宜蘭縣蘇澳鎮港邊里嶺腳路140號,24.6138855,121.8533741,1.0,135.0,蘇澳分局,宜蘭縣蘇澳鎮港邊里嶺腳路140號
TQA0075,宜蘭縣蘇澳鎮龍德里自強路15號,24.6326591,121.825971,1.0,49.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里自強路15號
TQA0076,宜蘭縣蘇澳鎮龍德里德興三路5號,24.62653,121.8213528,1.0,155.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興三路5號
TQA0082,宜蘭縣蘇澳鎮新城里海山西路500號 ,24.6163015,121.8278465,1.0,127.0,蘇澳分局,宜蘭縣蘇澳鎮新城里海山西路500號 
TQA0088,宜蘭縣蘇澳鎮港邊里三民路15-2號,24.6104406,121.8477551,1.0,1635.0,蘇澳分局,宜蘭縣蘇澳鎮港邊里三民路15-2號
TQA0066,宜蘭縣南澳鄉南澳村蘇花路二段181號,24.4641976,121.7985772,1.0,273.0,蘇澳分局,宜蘭縣南澳鄉南澳村蘇花路二段181號
TQA0067,宜蘭縣蘇澳鎮南強里南澳路93號,24.465348,121.803321,1.0,36.0,蘇澳分局,宜蘭縣蘇澳鎮南強里南澳路93號
TQA0071,宜蘭縣南澳鄉東岳村蘇花路3段101號,24.516755,121.829478,1.0,842.0,蘇澳分局,宜蘭縣南澳鄉東岳村蘇花路3段101號
TQA0064,宜蘭縣蘇澳鎮南安里漁港路48號,24.5826306,121.8680141,1.0,101.0,蘇澳分局,宜蘭縣蘇澳鎮南安里漁港路48號
TQA0072,宜蘭縣蘇澳鎮南安里南安路74巷10號,24.583341,121.867563,1.0,47.0,蘇澳分局,宜蘭縣蘇澳鎮南安里南安路74巷10號
TQA0077,宜蘭縣蘇澳鎮南建里學府路122號,24.578909,121.8684428,2.0,1772.0,蘇澳分局,宜蘭縣蘇澳鎮南建里學府路122號
TQA0078,宜蘭縣蘇澳鎮南安里海邊路126號,24.5833868,121.8659277,1.0,474.0,蘇澳分局,宜蘭縣蘇澳鎮南安里海邊路126號
TQA0086,宜蘭縣蘇澳鎮南建里跨港路1號,24.5855361,121.8722738,1.0,126.0,蘇澳分局,宜蘭縣蘇澳鎮南建里跨港路1號
TMA0001,宜蘭縣宜蘭市大新里光復路4號,24.7549383,121.7573491,1.0,197.0,宜蘭分局,宜蘭縣宜蘭市大新里光復路4號
TMA0002,宜蘭縣宜蘭市新民里昇平街12巷6號,24.754844,121.75365,1.0,123.0,宜蘭分局,宜蘭縣宜蘭市新民里昇平街12巷6號
TMA0003,宜蘭縣宜蘭市新民里昇平街38號,24.755893,121.753555,1.0,158.0,宜蘭分局,宜蘭縣宜蘭市新民里昇平街38號
TMA0005,宜蘭縣宜蘭市新民里康樂路103號,24.7561602,121.7541948,1.0,573.0,宜蘭分局,宜蘭縣宜蘭市新民里康樂路103號
TMA0006,宜蘭縣宜蘭市新民里光復路50號,24.7553737,121.7553875,1.0,273.0,宜蘭分局,宜蘭縣宜蘭市新民里光復路50號
TMA0010,宜蘭縣宜蘭市大新里光復路48號,24.755437,121.753156,1.0,424.0,宜蘭分局,宜蘭縣宜蘭市大新里光復路48號
TMA0011,宜蘭縣宜蘭市大新里和睦路93號,24.7575005,121.7575183,1.0,260.0,宜蘭分局,宜蘭縣宜蘭市大新里和睦路93號
TMA0012,宜蘭縣宜蘭市大新里和睦路107號,24.757768,121.7576273,1.0,303.0,宜蘭分局,宜蘭縣宜蘭市大新里和睦路107號
TMA0013,宜蘭縣宜蘭市民權里女中路二段309號,24.7458145,121.7543966,1.0,501.0,宜蘭分局,宜蘭縣宜蘭市民權里女中路二段309號
TMA0021,宜蘭縣宜蘭市神農里崇聖街2號,24.7531529,121.7540924,1.0,468.0,宜蘭分局,宜蘭縣宜蘭市神農里崇聖街2號
TMA0022,宜蘭縣宜蘭市民權里神農路二段76號,24.7517126,121.751249,1.0,116.0,宜蘭分局,宜蘭縣宜蘭市民權里神農路二段76號
TMA0023,宜蘭縣宜蘭市中山路二段261號,24.7522009,121.7527533,1.0,335.0,宜蘭分局,宜蘭縣宜蘭市中山路二段261號
TMA0024,宜蘭縣宜蘭市神農里自強新路95號,24.7456377,121.7576186,1.0,1234.0,宜蘭分局,宜蘭縣宜蘭市神農里自強新路95號
TMA0033,宜蘭縣宜蘭市民權里中華路100號,24.7481598,121.7535212,1.0,154.0,宜蘭分局,宜蘭縣宜蘭市民權里中華路100號
TMA0034,宜蘭縣宜蘭市民權里中山路二段167號,24.7493397,121.7539883,1.0,283.0,宜蘭分局,宜蘭縣宜蘭市民權里中山路二段167號
TMA0035,宜蘭縣宜蘭市民權里中山路二段167號,24.7493397,121.7539883,1.0,726.0,宜蘭分局,宜蘭縣宜蘭市民權里中山路二段167號
TMA0036,宜蘭縣宜蘭市民權里中山路二段55號,24.7450829,121.7555575,1.0,547.0,宜蘭分局,宜蘭縣宜蘭市民權里中山路二段55號
TMA0040,宜蘭縣宜蘭市神農里復興路66號,24.7499707,121.7544355,1.0,83.0,宜蘭分局,宜蘭縣宜蘭市神農里復興路66號
TMA0042,宜蘭縣宜蘭市大新里新民路75號,24.7568157,121.7565307,1.0,252.0,宜蘭分局,宜蘭縣宜蘭市大新里新民路75號
TMA0043,宜蘭縣宜蘭市大新里舊城東路50號,24.7577931,121.7566483,2.0,1432.0,宜蘭分局,宜蘭縣宜蘭市大新里舊城東路50號
TMA0044,宜蘭縣宜蘭市民權里中華路146號,24.7491154,121.7531048,1.0,421.0,宜蘭分局,宜蘭縣宜蘭市民權里中華路146號
TMA0046,宜蘭縣宜蘭市民權里中山路二段261號,24.7522009,121.7527533,1.0,142.0,宜蘭分局,宜蘭縣宜蘭市民權里中山路二段261號
TMA0048,宜蘭縣宜蘭市民權里農權路90號,24.747787,121.7539603,1.0,419.0,宜蘭分局,宜蘭縣宜蘭市民權里農權路90號
TMA0051,宜蘭縣宜蘭市神農里中山路二段482號,24.7533504,121.7527402,2.0,3784.0,宜蘭分局,宜蘭縣宜蘭市神農里中山路二段482號
TMA0053,宜蘭縣宜蘭市神農里中山路二段318號,24.7500576,121.753928,1.0,1081.0,宜蘭分局,宜蘭縣宜蘭市神農里中山路二段318號
TMA0055,宜蘭縣宜蘭市大新里光復路30號,24.755192,121.756501,1.0,224.0,宜蘭分局,宜蘭縣宜蘭市大新里光復路30號
TMA0056,宜蘭縣宜蘭市神農里中山路二段432號,24.7519859,121.7533884,1.0,406.0,宜蘭分局,宜蘭縣宜蘭市神農里中山路二段432號
TMA0057,宜蘭縣宜蘭市大新里宜興路一段366號,24.7577096,121.7589454,1.0,296.0,宜蘭分局,宜蘭縣宜蘭市大新里宜興路一段366號
TMA0059,宜蘭縣宜蘭市大新里新民路79號,24.7568175,121.756469,1.0,387.0,宜蘭分局,宜蘭縣宜蘭市大新里新民路79號
TMA0060,宜蘭縣宜蘭市中山里城隍街27號,24.7589821,121.7522188,1.0,91.0,宜蘭分局,宜蘭縣宜蘭市中山里城隍街27號
TMA0062,宜蘭縣宜蘭市西門里中山路三段217號,24.7610257,121.7533615,1.0,245.0,宜蘭分局,宜蘭縣宜蘭市西門里中山路三段217號
TMA0064,宜蘭縣宜蘭市中山里城隍路59號 ,24.7591166,121.7512179,1.0,84.0,宜蘭分局,宜蘭縣宜蘭市中山里城隍路59號 
TMA0065,宜蘭縣宜蘭市西門里舊城西路111號,24.7602488,121.7502626,1.0,1460.0,宜蘭分局,宜蘭縣宜蘭市西門里舊城西路111號
TMA0066,宜蘭縣宜蘭市中山里城隍街52號,24.759383,121.7511253,1.0,204.0,宜蘭分局,宜蘭縣宜蘭市中山里城隍街52號
TMA0068,宜蘭縣宜蘭市中山里城隍街16號,24.759316,121.752078,1.0,115.0,宜蘭分局,宜蘭縣宜蘭市中山里城隍街16號
TMA0070,宜蘭縣宜蘭市東門里新民路152號,24.7577958,121.7541648,1.0,525.0,宜蘭分局,宜蘭縣宜蘭市東門里新民路152號
TMA0071,宜蘭縣宜蘭市慈安里慈安路41之7號,24.7596405,121.7626194,1.0,313.0,宜蘭分局,宜蘭縣宜蘭市慈安里慈安路41之7號
TMA0072,宜蘭縣宜蘭市慈安里林森路311巷2號,24.7607438,121.7620721,1.0,577.0,宜蘭分局,宜蘭縣宜蘭市慈安里林森路311巷2號
TMA0076,宜蘭縣宜蘭市小東里新興路86號,24.7601756,121.7580102,1.0,670.0,宜蘭分局,宜蘭縣宜蘭市小東里新興路86號
TMA0077,宜蘭縣宜蘭市東門里聖後街118號,24.7588042,121.7555299,1.0,414.0,宜蘭分局,宜蘭縣宜蘭市東門里聖後街118號
TMA0078,宜蘭縣宜蘭市新民里新民路143號,24.7574326,121.7539962,1.0,60.0,宜蘭分局,宜蘭縣宜蘭市新民里新民路143號
TMA0079,宜蘭縣宜蘭市慈安里林森路203號,24.7576965,121.7607292,1.0,265.0,宜蘭分局,宜蘭縣宜蘭市慈安里林森路203號
TMA0080,宜蘭縣宜蘭市新民里中山路三段中央商場53之5號,24.7565948,121.7524009,1.0,114.0,宜蘭分局,宜蘭縣宜蘭市新民里中山路三段中央商場53之5號
TMA0081,宜蘭縣宜蘭市東門里力新路42號,24.7597584,121.7542996,1.0,147.0,宜蘭分局,宜蘭縣宜蘭市東門里力新路42號
TMA0082,宜蘭縣宜蘭市新民里崇聖街63-2號,24.756975,121.754778,2.0,1019.0,宜蘭分局,宜蘭縣宜蘭市新民里崇聖街63-2號
TMA0084,宜蘭縣宜蘭市慈安里林森路336巷37號,24.7598929,121.761785,1.0,1669.0,宜蘭分局,宜蘭縣宜蘭市慈安里林森路336巷37號
TMA0086,宜蘭縣宜蘭市東門里新民路108號,24.757275,121.755616,1.0,403.0,宜蘭分局,宜蘭縣宜蘭市東門里新民路108號
TMA0087,宜蘭縣宜蘭市新民里崇聖街53號,24.7565092,121.7549546,1.0,122.0,宜蘭分局,宜蘭縣宜蘭市新民里崇聖街53號
TMA0088,宜蘭縣宜蘭市東門里新民路152號,24.7577958,121.7541648,1.0,853.0,宜蘭分局,宜蘭縣宜蘭市東門里新民路152號
TMA0090,宜蘭縣宜蘭市東門里崇聖街83號,24.7582272,121.7556818,1.0,325.0,宜蘭分局,宜蘭縣宜蘭市東門里崇聖街83號
TMA0091,宜蘭縣宜蘭市東門里中山路三段128號,24.7582992,121.7529174,2.0,2266.0,宜蘭分局,宜蘭縣宜蘭市東門里中山路三段128號
TMA0092,宜蘭縣宜蘭市東門里中山路三段152號,24.7591086,121.753092,1.0,484.0,宜蘭分局,宜蘭縣宜蘭市東門里中山路三段152號
TMA0093,宜蘭縣宜蘭市小東里新興路20號,24.7589349,121.7586429,1.0,314.0,宜蘭分局,宜蘭縣宜蘭市小東里新興路20號
TMA0094,宜蘭縣宜蘭市小東里樹人路37號,24.7619228,121.7584437,1.0,644.0,宜蘭分局,宜蘭縣宜蘭市小東里樹人路37號
TMA0095,宜蘭縣宜蘭市小東里小東路6之1號,24.7590405,121.7570268,1.0,835.0,宜蘭分局,宜蘭縣宜蘭市小東里小東路6之1號
TMA0096,宜蘭縣宜蘭市舊城南路1號,24.7544274,121.7536907,1.0,491.0,宜蘭分局
TMA0097,宜蘭縣宜蘭市民權里中山路二段31號,24.7445456,121.7557573,1.0,369.0,宜蘭分局,宜蘭縣宜蘭市民權里中山路二段31號
TMA0098,宜蘭縣宜蘭市民權里女中路二段287號,24.7459017,121.7547974,1.0,560.0,宜蘭分局,宜蘭縣宜蘭市民權里女中路二段287號
TMA0099,宜蘭縣宜蘭市小東里樹人路50號,24.7619245,121.758679,2.0,2829.0,宜蘭分局,宜蘭縣宜蘭市小東里樹人路50號
TMA0100,宜蘭縣宜蘭市小東里光復路43號,24.7550259,121.7556833,1.0,794.0,宜蘭分局,宜蘭縣宜蘭市小東里光復路43號
TMA0110,宜蘭縣宜蘭市大新里和睦路146號,24.7598483,121.7591403,1.0,398.0,宜蘭分局,宜蘭縣宜蘭市大新里和睦路146號
TMA0111,宜蘭縣宜蘭市小東里樹人路37號,24.7619228,121.7584437,1.0,710.0,宜蘭分局,宜蘭縣宜蘭市小東里樹人路37號
TMA0112,宜蘭縣宜蘭市新民里新民路152號,24.7577958,121.7541648,2.0,1605.0,宜蘭分局,宜蘭縣宜蘭市新民里新民路152號
TMA0113,宜蘭縣宜蘭市民權里中山路二段305號,24.7538649,121.7522621,1.0,285.0,宜蘭分局,宜蘭縣宜蘭市民權里中山路二段305號
TMA0114,宜蘭縣宜蘭市西門里同慶街95號,24.7616726,121.7507401,1.0,1404.0,宜蘭分局,宜蘭縣宜蘭市西門里同慶街95號
TMA0115,宜蘭縣宜蘭市思源里農權路101號,24.7498963,121.7395796,2.0,2150.0,宜蘭分局,宜蘭縣宜蘭市思源里農權路101號
TMA0116,宜蘭縣宜蘭市民權里弘志路26號,24.7461981,121.7531555,1.0,1043.0,宜蘭分局,宜蘭縣宜蘭市民權里弘志路26號
TMA0117,宜蘭縣宜蘭市東門里中山路三段112號,24.7579003,121.7528161,1.0,191.0,宜蘭分局,宜蘭縣宜蘭市東門里中山路三段112號
TMA0118,宜蘭縣宜蘭市神農里民權路一段65號,24.7525466,121.7538829,1.0,368.0,宜蘭分局,宜蘭縣宜蘭市神農里民權路一段65號
TMC0001,宜蘭縣宜蘭市北津里大坡路一段27號,24.7690774,121.7554639,1.0,439.0,宜蘭分局,宜蘭縣宜蘭市北津里大坡路一段27號
TMC0004,宜蘭縣宜蘭市茭白里中山路五段151巷8號,24.7709876,121.7564647,1.0,1944.0,宜蘭分局,宜蘭縣宜蘭市茭白里中山路五段151巷8號
TMC0007,宜蘭縣宜蘭市北津里津梅路180巷1號,24.7674766,121.7503218,1.0,560.0,宜蘭分局,宜蘭縣宜蘭市北津里津梅路180巷1號
TMC0009,宜蘭縣宜蘭市新生里中山路五段276號,24.774463,121.7583503,1.0,1114.0,宜蘭分局,宜蘭縣宜蘭市新生里中山路五段276號
TMC0010,宜蘭縣宜蘭市北津里津梅路58號,24.7674085,121.7533157,1.0,411.0,宜蘭分局,宜蘭縣宜蘭市北津里津梅路58號
TMC0011,宜蘭縣宜蘭市茭白里大坡路一段28號,24.769192,121.755797,1.0,438.0,宜蘭分局,宜蘭縣宜蘭市茭白里大坡路一段28號
TMC0012,宜蘭縣宜蘭市北津里大坡路一段31號,24.7692521,121.7552873,1.0,1027.0,宜蘭分局,宜蘭縣宜蘭市北津里大坡路一段31號
TMC0014,宜蘭縣宜蘭市梅洲里梅洲二路92號,24.7807186,121.7344129,1.0,120.0,宜蘭分局,宜蘭縣宜蘭市梅洲里梅洲二路92號
TMC0015,宜蘭縣宜蘭市梅洲里梅洲一路18-1號,24.7767311,121.7366388,1.0,201.0,宜蘭分局,宜蘭縣宜蘭市梅洲里梅洲一路18-1號
TMC0017,宜蘭縣宜蘭市梅洲里梅洲二路59號,24.7805108,121.735051,1.0,115.0,宜蘭分局,宜蘭縣宜蘭市梅洲里梅洲二路59號
TMC0018,宜蘭縣宜蘭市北津里大坡路一段121巷31號,24.7696154,121.7528883,1.0,1623.0,宜蘭分局,宜蘭縣宜蘭市北津里大坡路一段121巷31號
TMC0031,宜蘭縣宜蘭市北門里同興街119號,24.7632953,121.7537056,1.0,271.0,宜蘭分局,宜蘭縣宜蘭市北門里同興街119號
TMC0039,宜蘭縣宜蘭市北門里中山路三段257號,24.762344,121.7538519,3.0,1551.0,宜蘭分局,宜蘭縣宜蘭市北門里中山路三段257號
TMC0040,宜蘭縣宜蘭市孝廉里中山路三段290號,24.7624252,121.7541246,2.0,1188.0,宜蘭分局,宜蘭縣宜蘭市孝廉里中山路三段290號
TMC0041,宜蘭縣宜蘭市菜園里力行路106巷10號,24.7631486,121.7576752,1.0,402.0,宜蘭分局,宜蘭縣宜蘭市菜園里力行路106巷10號
TMC0045,宜蘭縣宜蘭市孝廉里舊城北路110號,24.7602412,121.7541617,1.0,150.0,宜蘭分局,宜蘭縣宜蘭市孝廉里舊城北路110號
TMC0046,宜蘭縣宜蘭市菜園里吉祥路126號,24.7609316,121.7560999,1.0,557.0,宜蘭分局,宜蘭縣宜蘭市菜園里吉祥路126號
TMC0048,宜蘭縣宜蘭市孝廉里舊城北路30號,24.7592252,121.7559477,1.0,327.0,宜蘭分局,宜蘭縣宜蘭市孝廉里舊城北路30號
TMC0052,宜蘭縣宜蘭市孝廉里東後街2號,24.7604892,121.7538111,1.0,379.0,宜蘭分局,宜蘭縣宜蘭市孝廉里東後街2號
TMC0053,宜蘭縣宜蘭市孝廉里新興路175號,24.7620754,121.7553223,1.0,330.0,宜蘭分局,宜蘭縣宜蘭市孝廉里新興路175號
TMC0054,宜蘭縣宜蘭市孝廉里新興路216號,24.7625035,121.754722,1.0,294.0,宜蘭分局,宜蘭縣宜蘭市孝廉里新興路216號
TMC0060,宜蘭縣宜蘭市孝廉里力行路152號,24.7640667,121.7541406,1.0,632.0,宜蘭分局,宜蘭縣宜蘭市孝廉里力行路152號
TMC0061,宜蘭縣宜蘭市菜園里環河東路93號,24.7639372,121.7574291,1.0,173.0,宜蘭分局,宜蘭縣宜蘭市菜園里環河東路93號
TMC0062,宜蘭縣宜蘭市茭白里中山路五段123號,24.7698454,121.7564582,1.0,1207.0,宜蘭分局,宜蘭縣宜蘭市茭白里中山路五段123號
TMC0063,宜蘭縣宜蘭市菜園里吉祥路88巷1號,24.7597765,121.7557659,2.0,1981.0,宜蘭分局,宜蘭縣宜蘭市菜園里吉祥路88巷1號
TMC0064,宜蘭縣宜蘭市北門里新興路268號,24.7631028,121.7530085,1.0,966.0,宜蘭分局,宜蘭縣宜蘭市北門里新興路268號
TMC0068,宜蘭縣宜蘭市菜園里力行路106巷8號,24.7638761,121.7574967,1.0,886.0,宜蘭分局,宜蘭縣宜蘭市菜園里力行路106巷8號
TMC0069,宜蘭縣宜蘭市新生里宜興路三段9號,24.7653834,121.7616059,1.0,1603.0,宜蘭分局,宜蘭縣宜蘭市新生里宜興路三段9號
TMC0070,宜蘭縣宜蘭市新生里大福路二段142巷5弄3號,24.767942,121.758042,2.0,2451.0,宜蘭分局,宜蘭縣宜蘭市新生里大福路二段142巷5弄3號
TMC0071,宜蘭縣宜蘭市新生里中山路五段166巷12號,24.7697525,121.7574036,1.0,482.0,宜蘭分局,宜蘭縣宜蘭市新生里中山路五段166巷12號
TMB0001,宜蘭縣宜蘭市思源里神農路1段1號,24.7462924,121.7475856,1.0,8840.0,宜蘭分局,宜蘭縣宜蘭市思源里神農路1段1號
