類別,建築物名稱,電腦編號,村里別,地址,緯度,經度,地下樓層數,可容納人數,備註,placemark_address
地下室,公園華廈,293.0,大有里,鹿港鎮大有里公園一路52號,24.05402967,120.4316953,"1 ","1,429 ",,鹿港鎮大有里公園一路52號
地下室,鹿港鎮公有立體停車場,320.0,大有里,鹿港鎮大有里公園一路2號,24.05309194,120.4329834,"1 ","775 ",,鹿港鎮大有里公園一路2號
地下室,大圓圈服飾店,83.0,大有里,鹿港鎮大有里大明路72號,24.05446758,120.4323996,"1 ","373 ",,鹿港鎮大有里大明路72號
地下室,亞洲生活廣場,272.0,中興里,鹿港鎮中興里民族路120號,24.05536815,120.435298,"1 ","1,286 ",,鹿港鎮中興里民族路120號
地下室,鹿港鎮立圖書館,188.0,洛津里,鹿港鎮洛津里公園一路83號,24.05481395,120.4314834,"1 ","273 ",,鹿港鎮洛津里公園一路83號
地下室,洛津國小,217.0,洛津里,鹿港鎮洛津里公園三路51號,24.05459093,120.4310007,"1 ","170 ",,鹿港鎮洛津里公園三路51號
地下室,彰化縣消防局第三大隊,224.0,順興里,鹿港鎮順興里中山路296號,24.05688398,120.4333787,"1 ","202 ",,鹿港鎮順興里中山路296號
地下室,錦富機械,48.0,頂厝里,鹿港鎮頂厝里舊港巷143號,24.06801161,120.4444524,"1 ","333 ",,鹿港鎮頂厝里舊港巷143號
地下室,和豐碾米工廠,212.0,頂厝里,鹿港鎮頂厝里鹿和路1段411號,24.06399457,120.4468054,"1 ","32 ",,鹿港鎮頂厝里鹿和路1段411號
地下室,鹿基醫院,277.0,埔崙里,鹿港鎮埔崙里中正路480號,24.06029906,120.438394,"1 ","494 ",,鹿港鎮埔崙里中正路480號
地下室,鹿基醫院,323.0,埔崙里,鹿港鎮埔崙里中正路480號,24.06029906,120.438394,"1 ","1,922 ",,鹿港鎮埔崙里中正路480號
地下室,彰濱花園公寓大廈,255.0,埔崙里,鹿港鎮埔崙里中正路445號,24.06020304,120.4380293,"1 ","809 ",,鹿港鎮埔崙里中正路445號
地下室,天后宮香客大樓,281.0,新宮里,鹿港鎮新宮里中山路475號,24.05989804,120.4300567,"1 ","1,263 ",,鹿港鎮新宮里中山路475號
地下室,文開國小,187.0,新宮里,鹿港鎮新宮里文開路60號,24.0565613,120.4300899,"1 ","61 ",,鹿港鎮新宮里文開路60號
地下室,文開國小,229.0,新宮里,鹿港鎮新宮里文開路60號,24.0565613,120.4300899,"1 ","587 ",,鹿港鎮新宮里文開路60號
地下室,文開國小,268.0,新宮里,鹿港鎮新宮里文開路60號,24.0565613,120.4300899,"1 ","641 ",,鹿港鎮新宮里文開路60號
地下室,文開國小,303.0,新宮里,鹿港鎮新宮里文開路60號,24.0565613,120.4300899,"1 ","601 ",,鹿港鎮新宮里文開路60號
地下室,紀秀蘭（改為楊秀桂）,221.0,玉順里,鹿港鎮玉順里復興路602-3號,24.06008297,120.4318373,"1 ","128 ",,鹿港鎮玉順里復興路602-3號
地下室,台灣菸酒公司,173.0,頂厝里,鹿港鎮頂厝里平和路20號,24.05544375,120.4471493,"1 ","205 ",,鹿港鎮頂厝里平和路20號
地下室,陽德工業,165.0,頂厝里,鹿港鎮頂厝里民有街40號,24.06467314,120.4445193,"1 ","64 ",,鹿港鎮頂厝里民有街40號
地下室,川白建設,270.0,埔崙里,鹿港鎮埔崙里永祥街5號,24.06562253,120.4317206,"1 ","854 ",,鹿港鎮埔崙里永祥街5號
地下室,加全工業社,209.0,埔崙里,鹿港鎮海浴路466號,24.07100946,120.4288866,"1 ","222 ",,鹿港鎮海浴路466號
地下室,園邸園公寓大樓,276.0,永安里,鹿港鎮永安里光明街110號,24.05648253,120.44099,"1 ","890 ",,鹿港鎮永安里光明街110號
地下室,貝斯特幼兒園,284.0,埔崙里,鹿港鎮埔崙里立德街1-1號,24.0544262,120.4395534,"1 ","125 ",,鹿港鎮埔崙里立德街1-1號
地下室,鹿港高中,52.0,東石里,鹿港鎮東石里中山路661號,24.06098121,120.4238493,"1 ","133 ",,鹿港鎮東石里中山路661號
地下室,鹿港高中,101.0,東石里,鹿港鎮東石里中山路661號,24.06098121,120.4238493,"1 ","157 ",,鹿港鎮東石里中山路661號
地下室,鹿港高中,140.0,東石里,鹿港鎮東石里中山路661號,24.06098121,120.4238493,"1 ","184 ",,鹿港鎮東石里中山路661號
地下室,鹿港高中,162.0,東石里,鹿港鎮東石里中山路661號,24.06098121,120.4238493,"1 ","141 ",,鹿港鎮東石里中山路661號
地下室,鹿港高中,228.0,東石里,鹿港鎮東石里中山路661號,24.06098121,120.4238493,"1 ","680 ",,鹿港鎮東石里中山路661號
地下室,台灣玻璃,312.0,東石里,鹿港鎮東石里鹿工路11號,24.07736839,120.4038376,"1 ","203 ",,鹿港鎮東石里鹿工路11號
地下室,台灣玻璃,317.0,東石里,鹿港鎮東石里鹿工路11號,24.07713816,120.4039342,"1 ","2,758 ",,鹿港鎮東石里鹿工路11號
地下室,福壽實業,297.0,東石里,鹿港鎮東石里鹿工路7號,24.07720248,120.407005,"1 ","67 ",,鹿港鎮東石里鹿工路7號
地下室,世鴻工業,299.0,東石里,鹿港鎮東石里鹿工南一路6號,24.07461497,120.4113767,"1 ","2,192 ",,鹿港鎮東石里鹿工南一路6號
地下室,東泰鈺晉機械,294.0,東石里,鹿港鎮東石里鹿工南二路19號,24.0700513,120.4056054,"1 ","251 ",,鹿港鎮東石里鹿工南二路19號
地下室,金良益實業,313.0,東石里,鹿港鎮東石里工業東二路8號,24.07223478,120.4070885,"1 ","40 ",,鹿港鎮東石里工業東二路8號
地下室,可洲企業,304.0,東石里,鹿港鎮東石里鹿工南二路15號,24.07076681,120.4058847,"1 ","283 ",,鹿港鎮東石里鹿工南二路15號
地下室,銳龍興業股份有限公司,331.0,東石里,鹿港鎮東石里鹿工南二路17號,24.07035541,120.40572,"1 ","145 ",,鹿港鎮東石里鹿工南二路17號
地下室,國興畜產公司,334.0,東石里,鹿港鎮東石里鹿工南二路32號,24.06676806,120.4041913,"1 ","84 ",,鹿港鎮東石里鹿工南二路32號
地下室,昌靖興業有限公司,356.0,東石里,鹿港鎮東石里鹿工南二路27號,24.06790681,120.4047048,"1 ","274 ",,鹿港鎮東石里鹿工南二路27號
地下室,金豐機械工業公司,358.0,東石里,鹿港鎮東石里鹿工南二路25號,24.06857888,120.404988,"1 ","194 ",,鹿港鎮東石里鹿工南二路25號
地下室,佑達國際鋼管有限公司,332.0,東石里,鹿港鎮東石里鹿工南三路8號,24.07283375,120.398288,"1 ","157 ",,鹿港鎮東石里鹿工南三路8號
地下室,長泓膠業,341.0,東石里,鹿港鎮東石里鹿工南三路38號,24.06934561,120.3983554,"1 ","257 ",,鹿港鎮東石里鹿工南三路38號
地下室,車輛研究測試中心,339.0,東石里,鹿港鎮東石里鹿工南七路6號,24.0603813,120.3857806,"1 ","3,249 ",,鹿港鎮東石里鹿工南七路6號
地下室,王田機械,349.0,東石里,鹿港鎮東石里鹿工南六路7號,24.07256865,120.389234,"1 ","138 ",,鹿港鎮東石里鹿工南六路7號
地下室,大宇紡織公司,322.0,東石里,鹿港鎮東石里鹿工西六路6號,24.07293069,120.3970673,"1 ","822 ",,鹿港鎮東石里鹿工西六路6號
地下室,擁明工業,340.0,東石里,鹿港鎮東石里工業東二路10號,24.07387008,120.4070873,"1 ","230 ",,鹿港鎮東石里工業東二路10號
地下室,崇岱企業公司(紳岱),362.0,東石里,鹿港鎮東石里工業西一路58號,24.06048998,120.38689,"1 ","1,684 ",,鹿港鎮東石里工業西一路58號
地下室,物格股份有限公司,328.0,東石里,鹿港鎮東石里工業西六路25號,24.07275559,120.393526,"1 ","91 ",,鹿港鎮東石里工業西六路25號
地下室,信璋公司,353.0,東石里,鹿港鎮東石里環工五路12號,24.06382051,120.394106,"1 ","52 ",,鹿港鎮東石里環工五路12號
地下室,鹿港建設,258.0,永安里,鹿港鎮永安里永安三路43號,24.05826559,120.4405187,"1 ","365 ",,鹿港鎮永安里永安三路43號
地下室,鹿東國小,316.0,頂厝里,鹿港鎮頂厝里長安路125號,24.05859051,120.4433726,"1 ","1,802 ",,鹿港鎮頂厝里長安路125號
地下室,鹿東國小,330.0,頂厝里,鹿港鎮頂厝里長安路125號,24.05859051,120.4433726,"1 ","32 ",,鹿港鎮頂厝里長安路125號
地下室,鹿東國小,352.0,頂厝里,鹿港鎮頂厝里長安路125號,24.05859051,120.4433726,"1 ","1,126 ",,鹿港鎮頂厝里長安路125號
地下室,鹿東國小,359.0,頂厝里,鹿港鎮頂厝里長安路125號,24.05859051,120.4433726,"1 ","474 ",,鹿港鎮頂厝里長安路125號
地下室,鹿東國小,367.0,頂厝里,鹿港鎮頂厝里長安路125號,24.05859051,120.4433726,"1 ","729 ",,鹿港鎮頂厝里長安路125號
地下室,三十而立公寓大廈,273.0,頂厝里,鹿港鎮頂厝里民主街25號,24.05838255,120.4418287,"1 ","768 ",,鹿港鎮頂厝里民主街25號
地下室,員園公司(源美),286.0,頂厝里,鹿港鎮頂厝里鹿和路一段409巷21號,24.06514497,120.4462987,"1 ","36 ",,鹿港鎮頂厝里鹿和路一段409巷21號
地下室,亞太鹿港渡假村,337.0,埔崙里,鹿港鎮埔崙里中正路588號,24.06312375,120.435754,"1 ","5,545 ",,鹿港鎮埔崙里中正路588號
地下室,錦繡華廈2期,283.0,東石里,鹿港鎮東石里永春街109號,24.06496684,120.429038,"1 ","1,077 ",,鹿港鎮東石里永春街109號
地下室,傳家堡公寓大樓,243.0,泰興里,鹿港鎮泰興里館前路48號,24.05367072,120.437256,"1 ","693 ",,鹿港鎮泰興里館前路48號
地下室,園中園大廈,239.0,街尾里,鹿港鎮街尾里中山南路2號,24.04697804,120.4400033,"1 ","822 ",,鹿港鎮街尾里中山南路2號
地下室,中山御花園,244.0,街尾里,鹿港鎮街尾里中山南路47號,24.04687133,120.439662,"1 ","322 ",,鹿港鎮街尾里中山南路47號
地下室,巨邦建設,245.0,街尾里,鹿港鎮街尾里中山南路36號,24.0471562,120.439445,"1 ","1,447 ",,鹿港鎮街尾里中山南路36號
地下室,許連益,254.0,街尾里,鹿港鎮街尾里復興南路1號,24.04892049,120.4397046,"1 ","185 ",,鹿港鎮街尾里復興南路1號
地下室,鹿港鎮文藝中心大樓,364.0,街尾里,鹿港鎮街尾里龍舟路22號,24.04612459,120.4386726,"1 ","883 ",,鹿港鎮街尾里龍舟路22號
地下室,鹿港國小,54.0,菜園里,鹿港鎮菜園里三民路192號,24.05083929,120.433694,"1 ","180 ",,鹿港鎮菜園里三民路192號
地下室,鹿港國小,136.0,菜園里,鹿港鎮菜園里三民路192號,24.05083929,120.433694,"1 ","922 ",,鹿港鎮菜園里三民路192號
地下室,鹿港國小,137.0,菜園里,鹿港鎮菜園里三民路192號,24.05083929,120.433694,"1 ","228 ",,鹿港鎮菜園里三民路192號
地下室,鹿港國小,146.0,菜園里,鹿港鎮菜園里三民路192號,24.05083929,120.433694,"1 ","171 ",,鹿港鎮菜園里三民路192號
地下室,鹿港國小,180.0,菜園里,鹿港鎮菜園里三民路192號,24.05083929,120.433694,"1 ","157 ",,鹿港鎮菜園里三民路192號
地下室,鹿港國小,271.0,菜園里,鹿港鎮菜園里三民路192號,24.05083929,120.433694,"1 ","882 ",,鹿港鎮菜園里三民路192號
地下室,鹿港國小,333.0,菜園里,鹿港鎮菜園里三民路192號,24.05083929,120.433694,"1 ","497 ",,鹿港鎮菜園里三民路192號
地下室,溫建益診所,220.0,景福里,鹿港鎮景福里民權路126號,24.05725498,120.4362487,"1 ","213 ",,鹿港鎮景福里民權路126號
地下室,鹿港鎮公所,251.0,景福里,鹿港鎮景福里民權路168號,24.05762316,120.4350033,"1 ","605 ",,鹿港鎮景福里民權路168號
地下室,進士國寶大樓,347.0,景福里,鹿港鎮景福里民族路56號,24.05661867,120.4367833,"1 ","807 ",,鹿港鎮景福里民族路56號
地下室,山明投資開發股份有限公司,338.0,龍山里,鹿港鎮龍山里三民路152號,24.05085845,120.434983,"1 ","300 ",,鹿港鎮龍山里三民路152號
地下室,大中機械,290.0,海埔里,鹿港鎮海埔里工業東四路7號,24.0834213,120.4105434,"1 ","52 ",,鹿港鎮海埔里工業東四路7號
地下室,晉樁工業,295.0,海埔里,鹿港鎮海埔里鹿工路24號,24.07752257,120.3979881,"1 ","93 ",,鹿港鎮海埔里鹿工路24號
地下室,栢佑企業,298.0,海埔里,鹿港鎮海埔里鹿工北二路3號,24.08152507,120.4125146,"1 ","100 ",,鹿港鎮海埔里鹿工北二路3號
地下室,大將作工業,301.0,海埔里,鹿港鎮海埔里工業東四路14號,24.08352101,120.4051993,"1 ","334 ",,鹿港鎮海埔里工業東四路14號
地下室,健暉工業,307.0,海埔里,鹿港鎮海埔里海明街301巷18號,24.08176455,120.4236313,"1 ","204 ",,鹿港鎮海埔里海明街301巷18號
地下室,長安機械,308.0,海埔里,鹿港鎮海埔里鹿工北一路3號,24.08204293,120.4149186,"1 ","51 ",,鹿港鎮海埔里鹿工北一路3號
地下室,一原金屬,318.0,海埔里,鹿港鎮海埔里鹿工北一路11號,24.0829613,120.4152853,"1 ","165 ",,鹿港鎮海埔里鹿工北一路11號
地下室,海埔國小,189.0,海埔里,鹿港鎮海埔里鹿草路889號,24.08364681,120.4442074,"1 ","174 ",,鹿港鎮海埔里鹿草路889號
地下室,海埔國小,368.0,海埔里,鹿港鎮海埔里鹿草路889號,24.08364683,120.4442087,"1 ","191 ",,鹿港鎮海埔里鹿草路889號
地下室,新興國小,126.0,詔安里,鹿港鎮詔安里某旦巷85號,24.07241252,120.4567187,"1 ","135 ",,鹿港鎮詔安里某旦巷85號
地下室,新興國小,218.0,詔安里,鹿港鎮詔安里某旦巷85號,24.07241252,120.4567187,"1 ","321 ",,鹿港鎮詔安里某旦巷85號
地下室,大耀紡織,250.0,草中里,鹿港鎮草中里鹿草路四段2號,24.10344877,120.4558613,"1 ","346 ",,鹿港鎮草中里鹿草路四段2號
地下室,草港國小,262.0,草中里,鹿港鎮草中里頂草路四段251號,24.10645803,120.4614606,"1 ","444 ",,鹿港鎮草中里頂草路四段251號
地下室,鹿鳴國中,238.0,頭南里,鹿港鎮頭南里頂草路三段167號,24.09790854,120.4688406,"1 ","446 ",,鹿港鎮頭南里頂草路三段167號
地下室,銘洋交通,282.0,頭南里,鹿港鎮頭南里南勢巷20-7號,24.08790119,120.46105,"1 ","640 ",,鹿港鎮頭南里南勢巷20-7號
地下室,頂番國小,105.0,頂番里,鹿港鎮頂番里頂草路一段100號,24.08881742,120.479722,"1 ","50 ",,鹿港鎮頂番里頂草路一段100號
地下室,頂番國小,115.0,頂番里,鹿港鎮頂番里頂草路一段100號,24.08881742,120.479722,"1 ","142 ",,鹿港鎮頂番里頂草路一段100號
地下室,頂番國小,240.0,頂番里,鹿港鎮頂番里頂草路一段100號,24.08881742,120.479722,"1 ","700 ",,鹿港鎮頂番里頂草路一段100號
地下室,強于公司,114.0,東崎里,鹿港鎮東崎里彰鹿路五段276號,24.04873253,120.4730913,"1 ","146 ",,鹿港鎮東崎里彰鹿路五段276號
地下室,強于公司,148.0,東崎里,鹿港鎮東崎里彰鹿路五段276號,24.04873253,120.4730913,"1 ","424 ",,鹿港鎮東崎里彰鹿路五段276號
地下室,東興國小,150.0,東崎里,鹿港鎮東崎里東崎七巷52號 ,24.05747253,120.4754301,"1 ","101 ",,鹿港鎮東崎里東崎七巷52號 
地下室,東興國小,169.0,東崎里,鹿港鎮東崎里東崎七巷52號 ,24.05747253,120.4754301,"1 ","78 ",,鹿港鎮東崎里東崎七巷52號 
地下室,東興國小,194.0,東崎里,鹿港鎮東崎里東崎七巷52號 ,24.05747253,120.4754301,"1 ","124 ",,鹿港鎮東崎里東崎七巷52號 
地下室,富麗大鎮,324.0,東崎里,鹿港鎮東崎里祥和一街二巷1號,24.05603998,120.4622327,"1 ","3,859 ",,鹿港鎮東崎里祥和一街二巷1號
地下室,富麗大鎮,325.0,東崎里,鹿港鎮東崎里祥和一街3號,24.05642439,120.4619753,"1 ","1,136 ",,鹿港鎮東崎里祥和一街3號
地下室,富麗大鎮,326.0,東崎里,鹿港鎮東崎里富麗二街30號,24.05739691,120.4644156,"1 ","6,450 ",,鹿港鎮東崎里富麗二街30號
地下室,富麗大鎮,327.0,東崎里,鹿港鎮東崎里富麗二街6號,24.05734253,120.4626427,"1 ","6,563 ",,鹿港鎮東崎里富麗二街6號
地下室,陳錫銘,121.0,橋頭村,福興鄉橋頭村中正路56-1號,24.04945238,120.44216,"1 ","100 ",,福興鄉橋頭村中正路56-1號
地下室,鹿港國中,237.0,橋頭村,福興鄉橋頭村復興路77號,24.05153498,120.4392526,"1 ","431 ",,福興鄉橋頭村復興路77號
地下室,鹿港國中,274.0,橋頭村,福興鄉橋頭村復興路78號,24.05153498,120.4392526,"1 ","652 ",,福興鄉橋頭村復興路78號
地下室,鹿港國中,314.0,橋頭村,福興鄉橋頭村復興路78號,24.05153498,120.4392526,"1 ","431 ",,福興鄉橋頭村復興路78號
地下室,美村建設-傳家堡公寓,241.0,橋頭村,福興鄉橋頭村中正路156巷7號,24.05196454,120.4414496,"1 ","287 ",,福興鄉橋頭村中正路156巷7號
地下室,華廈建設-中正花園公寓,335.0,橋頭村,福興鄉橋頭村中正路124號,24.05135868,120.4414834,"1 ","894 ",,福興鄉橋頭村中正路124號
地下室,英發公司,61.0,番婆村,福興鄉番婆村彰鹿路392號,24.04642069,120.4632213,"1 ","160 ",,福興鄉番婆村彰鹿路392號
地下室,健生工廠,90.0,番婆村,福興鄉番婆村彰鹿路六段501號,24.0452462,120.461032,"1 ","582 ",,福興鄉番婆村彰鹿路六段501號
地下室,東意大廈,275.0,福興村,福興鄉福興村沿海路五段283號,24.04946488,120.43044,"1 ","656 ",,福興鄉福興村沿海路五段283號
地下室,新保利包材科技有限公司,192.0,同安村,福興鄉同安村員鹿路一段339號,24.03139988,120.4387353,"1 ","163 ",,福興鄉同安村員鹿路一段339號
地下室,麗方公司,201.0,同安村,福興鄉同安村員鹿路一段382號,24.03227753,120.438136,"1 ","281 ",,福興鄉同安村員鹿路一段382號
地下室,三泰公司,118.0,橋頭村,福興鄉橋頭村彰鹿路七段122號,24.04637386,120.4525154,"1 ","105 ",,福興鄉橋頭村彰鹿路七段122號
地下室,元成工業,124.0,橋頭村,福興鄉橋頭村彰鹿路七段459巷102弄6之1號,24.0453913,120.4430727,"1 ","166 ",,福興鄉橋頭村彰鹿路七段459巷102弄6之1號
地下室,長洋公司,249.0,橋頭村,福興鄉橋頭村彰鹿路七段539號,24.04795565,120.4424492,"1 ","630 ",,福興鄉橋頭村彰鹿路七段539號
地下室,彰星金屬公司,37.0,三汴村,福興鄉三汴村興業路10號,24.01414824,120.4912013,"1 ","133 ",,福興鄉三汴村興業路10號
地下室,久津波蜜公司,27.0,萬豐村,福興鄉萬豐村福工路29號,24.01313947,120.4937973,"1 ","66 ",,福興鄉萬豐村福工路29號
地下室,寶成公司,215.0,萬豐村,福興鄉萬豐村福工路2號,24.01408824,120.4877693,"1 ","2,067 ",,福興鄉萬豐村福工路2號
地下室,寶成公司,134.0,萬豐村,福興鄉萬豐村福工路2號,24.01408824,120.4877693,"1 ","1,486 ",,福興鄉萬豐村福工路2號
地下室,台全油封公司,153.0,萬豐村,福興鄉萬豐村福工路2-1號,24.01188743,120.4895706,"1 ","471 ",,福興鄉萬豐村福工路2-1號
地下室,台全油封公司,171.0,萬豐村,福興鄉萬豐村福工路2-1號,24.01188743,120.4895706,"1 ","492 ",,福興鄉萬豐村福工路2-1號
地下室,明新製罐公司,40.0,萬豐村,福興鄉萬豐村福工路21號,24.01129774,120.4933446,"1 ","133 ",,福興鄉萬豐村福工路21號
地下室,明新製罐公司,45.0,萬豐村,福興鄉萬豐村福工路21號,24.01129774,120.4933446,"1 ","66 ",,福興鄉萬豐村福工路21號
地下室,統岳公司,176.0,萬豐村,福興鄉萬豐村福工路7號,24.01162236,120.4886854,"1 ","861 ",,福興鄉萬豐村福工路7號
地下室,依必朗化學公司,42.0,萬豐村,福興鄉萬豐村福工路11號,24.01144136,120.4898709,"1 ","94 ",,福興鄉萬豐村福工路11號
地下室,元毅工業公司,32.0,萬豐村,福興鄉萬豐村福工路16號,24.01242209,120.493219,"1 ","50 ",,福興鄉萬豐村福工路16號
地下室,加興企業,266.0,萬豐村,福興鄉萬豐村福工路17號,24.01104766,120.492702,"1 ","113 ",,福興鄉萬豐村福工路17號
地下室,協成發實業有限公司,74.0,萬豐村,福興鄉萬豐村福工路20號,24.01327607,120.4934991,"1 ","125 ",,福興鄉萬豐村福工路20號
地下室,利慶工業,219.0,萬豐村,福興鄉萬豐村福工路27號,24.01237967,120.4936641,"1 ","32 ",,福興鄉萬豐村福工路27號
地下室,榮輪科技,195.0,萬豐村,福興鄉萬豐村興業路7號,24.01373197,120.4913688,"1 ","538 ",,福興鄉萬豐村興業路7號
地下室,二億企業,247.0,萬豐村,福興鄉萬豐村興業路13號,24.01282796,120.4919009,"1 ","221 ",,福興鄉萬豐村興業路13號
地下室,二億企業,256.0,萬豐村,福興鄉萬豐村興業路13號,24.01282796,120.4919009,"1 ","121 ",,福興鄉萬豐村興業路13號
地下室,二億企業,31.0,萬豐村,福興鄉萬豐村興業路16號,24.01282796,120.4919009,"1 ","58 ",,福興鄉萬豐村興業路16號
地下室,三越紡織公司,93.0,埔崙村,秀水鄉埔崙村三越街82號,24.02721097,120.4897405,"1 ","50 ",,秀水鄉埔崙村三越街82號
地下室,三越紡織公司,104.0,埔崙村,秀水鄉埔崙村三越街82號,24.02721097,120.4897405,"1 ","433 ",,秀水鄉埔崙村三越街82號
地下室,秀水高工,87.0,福安村,秀水鄉福安村中山路364號,24.03449829,120.4993131,"1 ","431 ",,秀水鄉福安村中山路364號
地下室,秀水高工,108.0,福安村,秀水鄉福安村中山路362號,24.03449829,120.4993131,"1 ","400 ",,秀水鄉福安村中山路362號
地下室,秀水高工,127.0,福安村,秀水鄉福安村中山路364號,24.03449829,120.4993131,"1 ","353 ",,秀水鄉福安村中山路364號
地下室,秀水高工,143.0,福安村,秀水鄉福安村中山路364號,24.03449829,120.4993131,"1 ","287 ",,秀水鄉福安村中山路364號
地下室,秀水高工,205.0,福安村,秀水鄉福安村中山路364號,24.03449829,120.4993131,"1 ","983 ",,秀水鄉福安村中山路364號
地下室,秀水高工,296.0,福安村,秀水鄉福安村中山路364號,24.03449829,120.4993131,"1 ","984 ",,秀水鄉福安村中山路364號
地下室,秀水高工,315.0,福安村,秀水鄉福安村中山路364號,24.03449829,120.4993131,"1 ","347 ",,秀水鄉福安村中山路364號
地下室,秀水鄉公所,227.0,安東村,秀水鄉安東村中山路290號,24.03551591,120.5029963,"1 ","516 ",,秀水鄉安東村中山路290號
地下室,秀水國小,309.0,安東村,秀水鄉安東村中山路257號,24.03510957,120.5033191,"1 ","151 ",,秀水鄉安東村中山路257號
地下室,三立化學公司,203.0,安東村,秀水鄉安東村彰水路一段421號,24.04411347,120.506143,"1 ","206 ",,秀水鄉安東村彰水路一段421號
地下室,陳俊雄,261.0,安東村,秀水鄉安東村安樂街37號,24.04070812,120.5023812,"1 ","53 ",,秀水鄉安東村安樂街37號
地下室,政祥實業,179.0,莊雅村,秀水鄉莊雅村溪心街209號,24.038972,120.5085086,"1 ","151 ",,秀水鄉莊雅村溪心街209號
地下室,馬興國小,285.0,馬興村,秀水鄉馬興村培英巷1號,24.06193193,120.4969244,"1 ","352 ",,秀水鄉馬興村培英巷1號
地下室,馬興國小,292.0,馬興村,秀水鄉馬興村培英巷1號,24.06193193,120.4969244,"1 ","493 ",,秀水鄉馬興村培英巷1號
地下室,慈濟慈善基金會,363.0,鶴鳴村,秀水鄉鶴鳴村彰鹿路626號,24.05069,120.4850783,"2 ","5,082 ",,秀水鄉鶴鳴村彰鹿路626號
地下室,立欣工業,370.0,海埔里,工業東三路15號,24.08073787,120.4062632,"1 ","100 ",,工業東三路15號
地下室,傳家堡第三期,372.0,橋頭村,彰鹿路7段585巷33弄2-2號4樓,24.0473782,120.44136,"1 ","1,109 ",,彰鹿路7段585巷33弄2-2號4樓
地下室,"特種隆(聯豐碾米廠) ",373.0,莊雅村,溪心街132-1號,24.0372419,120.5100608,"1 ","150 ",,溪心街132-1號
地下室,匯杰塑膠,374.0,莊雅村,寶溪巷2號,24.0354295,120.511043,"1 ","96 ",,寶溪巷2號
地下室,僑星齒輪,375.0,鶴鳴村,彰鹿路295號,24.05009,120.501058,"1 ","80 ",,彰鹿路295號
