類別,建築物名稱,電腦編號,村里別,地址,"地下樓 層數","可容納 人數",派出所,備註,經度,緯度
大樓,江翠ONE社區,DE02000728,柏翠里,新北市板橋區柏翠里華江一路196號,1.0,1444.0,江翠派出所,,121.473649,25.035361
大樓,江翠綻,DE02000729,柏翠里,新北市板橋區柏翠里雙十路三段10巷5號,1.0,184.0,江翠派出所,,121.472002,25.030834
大樓,德霖大樓,DE02000730,溪頭里,新北市板橋區溪頭里長江路二段296號1,1.0,672.0,江翠派出所,,121.470846,25.033057
大樓,聯上涵翠,DE02000731,溪頭里,新北市板橋區溪頭里華江一路500號,1.0,838.0,江翠派出所,,121.466669,25.033155
大樓,興富發大美社區,DE02000732,溪頭里,新北市板橋區溪頭里華江一路501號,1.0,575.0,江翠派出所,,121.466209,25.032805
大樓,荷蘭灣社區,DE02000733,柏翠里,新北市板橋區柏翠里華江三路36號,1.0,1113.0,江翠派出所,,121.478113,25.036609
大樓,新樸香榭,DE02000734,純翠里,新北市板橋區純翠里民生路三段172號,1.0,422.0,江翠派出所,,121.46563,25.028901
大樓,大樓,DE02000735,溪頭里,新北市板橋區溪頭里華江一路375號,1.0,1145.0,江翠派出所,,121.470226,25.034014
大樓,雙江翠,DE02000736,溪頭里,新北市板橋區溪頭里華江一路209號,1.0,1615.0,江翠派出所,,121.472481,25.034478
大樓,雙捷晶品,DE02000737,純翠里,新北市板橋區純翠里長江路二段158號,1.0,133.0,江翠派出所,,121.466341,25.031799
大樓,潤泰峰,DE02000738,溪頭里,新北市板橋區溪頭里華江一路350號,1.0,1066.0,江翠派出所,,121.46815,25.033701
大樓,遠雄江翠,DE02000739,溪頭里,新北市板橋區溪頭里華江八路26號,1.0,848.0,江翠派出所,,121.467525,25.034357
大樓,聯上匯翠,DE02000740,溪頭里,新北市板橋區溪頭里華江一路550號,1.0,3106.0,江翠派出所,,121.46617,25.032961
大樓,大樓,DE02000741,溪頭里,新北市板橋區溪頭里華江八路2號,4.0,942.0,江翠派出所,,121.468284,25.034367
大樓,河藍灣NO2,DE02000742,溪頭里,新北市板橋區溪頭里華江五路101號,2.0,443.0,江翠派出所,,121.472464,25.036148
大樓,勝輝鴻磐,DE02000743,溪頭里,新北市板橋區溪頭里19鄰華江一路300號,1.0,415.0,江翠派出所,,121.470979,25.034457
大樓,寶可麗,DE02000744,江翠里,新北市板橋區江翠里19鄰吳鳳路86號,1.0,154.0,江翠派出所,,121.466923,25.031467
大樓,久泰翠品,DE02000745,溪頭里,新北市板橋區溪頭里24鄰華江一路380號,1.0,1005.0,江翠派出所,,121.467354,25.033377
大樓,德鄰聚,DE02000746,溪頭里,新北市板橋區溪頭里17鄰華江三路300號,1.0,476.0,江翠派出所,,121.47272,25.035839
大樓,江匯Life,DE02000747,溪頭里,新北市板橋區溪頭里14鄰華江一路55號2樓,1.0,1298.0,江翠派出所,,121.472869,25.0347
大樓,遠雄鉑翠,DE02000748,溪頭里,新北市板橋區溪頭里18鄰華江一路185號3樓,1.0,1229.0,江翠派出所,,121.472869,25.0347
大樓,大樓,DE02000749,溪頭里,新北市板橋區溪頭里18鄰華江一路265號3樓,1.0,715.0,江翠派出所,,121.471885,25.034438
大樓,麗寶丹麥琥珀,DE02000750,溪頭里,新北市板橋區溪頭里5鄰華江一路525號,5.0,1799.0,江翠派出所,,121.465791,25.032655
大樓,豐光,DE02000751,溪頭里,新北市板橋區溪頭里23鄰華江八路70號,2.0,528.0,江翠派出所,,121.46692,25.033937
大樓,國泰朋,DE02000752,溪頭里,新北市板橋區溪頭里23鄰華江八路80號2樓,1.0,598.0,江翠派出所,,121.466686,25.034044
大樓,,DE02000753,溪頭里,新北市板橋區溪頭里13鄰華江一路272號3樓,1.0,969.0,江翠派出所,,121.471624,25.034874
大樓,國美翠亨村,DE02000754,溪頭里,新北市板橋區溪頭里13鄰華江六路100號3樓,1.0,2089.0,江翠派出所,,121.470779,25.035923
大樓,麗寶歐洲莊園芬蘭極光,DE02000755,溪頭里,新北市板橋區溪頭里5鄰華江一路610號,4.0,1279.0,江翠派出所,11201,121.465214,25.032653
大樓,謙承高,DE02000756,江翠里,新北市板橋區江翠里19鄰吳鳳路90巷2號二樓,1.0,127.0,江翠派出所,,121.46721,25.031655
大樓,,DE02000757,柏翠里,新北市板橋區柏翠里14鄰華江三路99號,1.0,1283.0,江翠派出所,,121.47623,25.036535
大樓,,DE02000758,純翠里,新北市板橋區純翠里14鄰吳鳳路83號,3.0,707.0,江翠派出所,,121.466602,25.031442
,,DE02000759,純翠里,新北市板橋區純翠里吳鳳路19巷30號,1.0,559.0,江翠派出所,,121.466374,25.030585
,,DE02000760,溪頭里,新北市板橋區溪頭里華江一路115號,,6653.0,江翠派出所,,121.472869,25.0347
公寓,大樓,DE0200724,聯翠里,新北市板橋區聯翠里松江街61號,1.0,924.0,江翠派出所,,,
公寓,公寓,DE03000007,振興里,新北市板橋區振興里中山路二段531巷26-30號,1.0,80.0,埔墘派出所,,121.482944,25.022145
,,DE03000010,光仁里,新北市板橋區懷仁街85巷2弄1號,1.0,99.0,埔墘派出所,,121.477682,25.018435
,,DE03000016,振義里,新北市板橋區振義里中山路2段553巷21-29號,1.0,1033.0,埔墘派出所,,121.483031,25.022698
公寓,公寓,DE03000018,九如里,新北市板橋區九如里三民路二段正隆巷12弄11-15號,1.0,434.0,埔墘派出所,,121.477175,25.014455
公寓,公寓,DE03000020,雙玉里,新北市板橋區雙玉里三民路一段98號,1.0,120.0,埔墘派出所,,121.479148,25.021426
公寓,永林豐五金行,DE03000022,居仁里,新北市板橋區居仁里三民路二段203號,1.0,122.0,埔墘派出所,,121.479193,25.013698
大樓,昀信三民,DE03000025,富貴里,新北市板橋區富貴里三民路二段36號,1.0,18.0,埔墘派出所,,121.478933,25.01804262
公寓,公寓,DE03000030,埔墘里,新北市板橋區埔墘里中山路二段416巷66弄211號,1.0,270.0,埔墘派出所,,121.482501,25.018683
公寓,埔墘所,DE03000033,埔墘里,新北市板橋區埔墘里中山路二段286號,1.0,22.0,埔墘派出所,,,
公寓,公寓,DE03000038,永安里,新北市板橋區永安里縣民大道三段93巷14號,1.0,609.0,埔墘派出所,,121.475357,25.022237
公寓,公寓,DE03000039,福壽里,新北市板橋區福壽里三民路二段245巷35號,1.0,88.0,埔墘派出所,,121.480283,25.012626
大樓,大樓,DE03000040,振興里,新北市板橋區振興里中山路二段443巷54號,1.0,61.0,埔墘派出所,,121.481026,25.021605
公寓,7月11日,DE03000042,廣新里,新北市板橋區廣新里永豐街89巷1號,1.0,564.0,埔墘派出所,,121.473382,25.01926
,,DE03000043,廣新里,新北市板橋區廣新里永豐街89巷3弄18號,1.0,286.0,埔墘派出所,,121.473269,25.019234
,,DE03000046,振興里,新北市板橋區振興里三民路1段31巷10號,1.0,122.0,埔墘派出所,,121.48022,25.023308
,,DE03000048,振義里,新北市板橋區振義里中山路2段541號,,154.0,埔墘派出所,,121.484091,25.021923
大樓,學盟補習班,DE03000068,廣新里,新北市板橋區廣新里永豐街38號,1.0,53.0,埔墘派出所,,121.474615,25.019624
,,DE03000071,廣新里,新北市板橋區永豐街89巷5弄1號,1.0,286.0,埔墘派出所,,121.473123,25.019502
公寓,公寓,DE03000072,居仁里,新北市板橋區居仁里三民路二段181巷13-21號,1.0,204.0,埔墘派出所,,121.480148,25.014445
公寓,大樓,DE03000073,埔墘里,新北市板橋區埔墘里中山路二段371號,1.0,137.0,埔墘派出所,,121.479917,25.019324
公寓,CY.Wpatisseries甜點店,DE03000074,港嘴里,新北市板橋區港嘴里雙十路一段16號,1.0,316.0,埔墘派出所,,121.478138,25.024279
公寓,高閣大樓,DE03000075,莊敬里,新北市板橋區莊敬里莊敬路191號,1.0,1229.0,埔墘派出所,,121.472086,25.021314
公寓,公寓,DE03000076,廣新里,新北市板橋區廣新里永豐街93號,1.0,117.0,埔墘派出所,,121.473644,25.019233
公寓,公寓,DE03000077,光復里,新北市板橋區光復里中山路二段416巷3弄1號,1.0,77.0,埔墘派出所,,121.483493,25.020615
,,DE03000078,富貴里,新北市板橋區富貴里三民路2段21巷6號,,968.0,埔墘派出所,,121.479683,25.018137
大樓,雷世婦產科,DE03000079,九如里,新北市板橋區九如里三民路二段110號,1.0,98.0,埔墘派出所,,121.479068,25.016656
大樓,萬歲新天地,DE03000080,振興里,新北市板橋區振興里中山路二段531巷11號,1.0,1103.0,埔墘派出所,,121.482799,25.021807
大樓,藝術寶第,DE03000081,埤墘里,新北市板橋區埤墘里莒光路219號,1.0,968.0,埔墘派出所,,121.474297,25.02284638
,,DE03000082,光復里,新北市板橋區光復里中山路2段光榮巷25號,1.0,278.0,埔墘派出所,,121.485121,25.020355
,,DE03000083,光復里,新北市板橋區中山路二段416巷15弄19號,1.0,9.0,埔墘派出所,,,
大樓,公寓,DE03000084,埔墘里,新北市板橋區埔墘里中山路二段359號,1.0,185.0,埔墘派出所,,121.479572,25.019089
大樓,家樂福,DE03000085,富貴里,新北市板橋區富貴里三民路二段31號,3.0,1008.0,埔墘派出所,,121.479412,25.01781
公寓,公寓,DE03000086,港嘴里,新北市板橋區港嘴里三民路一段31巷6號,1.0,45.0,埔墘派出所,,121.479801,25.023063
大樓,大樓,DE03000087,埤墘里,新北市板橋區埤墘里莒光路23號,1.0,47.0,埔墘派出所,,121.474051,25.023141
,,DE03000088,莊敬里,新北市板橋區莊敬里莊敬路208巷2弄2號,1.0,315.0,埔墘派出所,,121.471823,25.021255
大樓,公寓,DE03000089,廣新里,新北市板橋區廣新里永豐街91號,1.0,88.0,埔墘派出所,,121.473596,25.019195
大樓,松柏名家社區,DE03000090,埔墘里,新北市板橋區埔墘里中山路二段416巷36號,1.0,546.0,埔墘派出所,,121.483183,25.020083
,,DE03000091,光復里,新北市板橋區光復里中山路2段416巷13-27號,1.0,88.0,埔墘派出所,,121.483279,25.019692
大樓,屈臣氏,DE03000092,富貴里,新北市板橋區富貴里三民路二段97號,1.0,406.0,埔墘派出所,,121.479455,25.017392
大樓,公寓,DE03000093,雙玉里,新北市板橋區雙玉里富山街18巷2號,1.0,454.0,埔墘派出所,,121.478428,25.022051
大樓,公寓,DE03000094,廣新里,新北市板橋區廣新里永豐街97號,1.0,115.0,埔墘派出所,,121.473757,25.01929
,,DE03000095,居仁里,新北市板橋區三民路二段215號,1.0,205.0,埔墘派出所,,121.479127,25.01287
大樓,大樓,DE03000096,振義里,新北市板橋區振義里萬安街53巷23號,1.0,2089.0,埔墘派出所,,121.483111,25.023566
大樓,大樓,DE03000097,光復里,新北市板橋區光復里光復街109號,1.0,262.0,埔墘派出所,,121.484457,25.019428
,,DE03000098,雙玉里,新北市板橋區雙玉里富山街18巷22號,1.0,472.0,埔墘派出所,,121.478394,25.022753
大樓,公寓,DE03000099,雙玉里,新北市板橋區雙玉里富山街18巷12號,1.0,91.0,埔墘派出所,,121.478491,25.022474
大樓,公園世紀,DE03000100,莊敬里,新北市板橋區莊敬里莊敬路220巷29弄1號,1.0,2702.0,埔墘派出所,,121.472591,25.020433
大樓,公園世紀,DE03000101,莊敬里,新北市板橋區莊敬里莊敬路220巷29弄13號,1.0,388.0,埔墘派出所,,121.472601,25.020352
大樓,公寓,DE03000102,九如里,新北市板橋區九如里三民路二段140號,1.0,396.0,埔墘派出所,,121.479054,25.016393
大樓,公寓,DE03000103,莊敬里,新北市板橋區莊敬里莊敬路220巷8號,1.0,2578.0,埔墘派出所,,121.472355,25.020811
大樓,E生活社區,DE03000104,永安里,新北市板橋區永安里萬板路140號,1.0,1660.0,埔墘派出所,,121.475514,25.022956
大樓,大樓,DE03000105,埤墘里,新北市板橋區埤墘里莒光路209號,2.0,50.0,埔墘派出所,,121.474224,25.023117
,,DE03000106,振義里,新北市板橋區中山路二段553巷2號,2.0,1113.0,埔墘派出所,,121.483768,25.021981
大樓,正隆天地,DE03000107,福壽里,新北市板橋區福壽里民生路一段28號,4.0,2749.0,埔墘派出所,,121.476303,25.012726
大樓,甲天下大樓,DE03000108,振興里,新北市板橋區振興里三民路一段63號,3.0,316.0,埔墘派出所,,121.479692,25.0224415
大樓,光仁中學,DE03000109,光仁里,新北市板橋區光仁里中山路二段255巷18號,1.0,706.0,埔墘派出所,,121.47689,25.018139
大樓,法國賞社區,DE03000110,光復里,新北市板橋區光復里光復街18號,1.0,2236.0,埔墘派出所,,121.483769,25.019008
公寓,光復高中,DE03000111,光復里,新北市板橋區光復里光環路一段7號,1.0,3798.0,埔墘派出所,,121.486108,25.017391
大樓,饅頭店,DE03000112,港嘴里,新北市板橋區港嘴里縣民大道三段270巷1號,3.0,194.0,埔墘派出所,,121.478312,25.023393
大樓,大樓,DE03000113,光復里,新北市板橋區光復里光復街54-74號,3.0,951.0,埔墘派出所,,121.483769,25.019008
大樓,公寓,DE03000114,雙玉里,新北市板橋區雙玉里三民路一段210號,3.0,1252.0,埔墘派出所,,121.479068,25.019361
大樓,富山公寓大樓,DE03000115,雙玉里,新北市板橋區雙玉里富山街7巷5號,1.0,269.0,埔墘派出所,,121.478602,25.02157
大樓,大樓,DE03000116,埔墘里,新北市板橋區埔墘里光復街52巷7號,1.0,511.0,埔墘派出所,,121.482075,25.018302
大樓,馥華大台北,DE03000117,埔墘里,新北市板橋區埔墘里中山路二段409號,3.0,3479.0,埔墘派出所,,121.480715,25.019797
大樓,中山首府,DE03000118,埔墘里,新北市板橋區埔墘里中山路二段326號,3.0,1615.0,埔墘派出所,,121.481158,25.019677
大樓,榮耀交響社區,DE03000119,港嘴里,新北市板橋區港嘴里萬板路32-36號,1.0,4808.0,埔墘派出所,,121.477664,25.024986
大樓,寶蓮新象,DE03000120,居仁里,新北市板橋區居仁里三民路二段20號,1.0,70.0,埔墘派出所,,121.479274,25.014876
大樓,大樓,DE03000121,雙玉里,新北市板橋區雙玉里中山路二段309巷8號,1.0,111.0,埔墘派出所,,121.478657,25.018943
大樓,沐夏會館,DE03000122,港嘴里,新北市板橋區港嘴里雙十路一段6號,1.0,1207.0,埔墘派出所,,121.478306,25.02422
大樓,青茵悅大樓,DE03000123,港嘴里,新北市板橋區港嘴里萬板路518號,1.0,176.0,埔墘派出所,,121.480641,25.026324
大樓,新站晶華,DE03000124,永安里,新北市板橋區永安里縣民大道三段101號,2.0,239.0,埔墘派出所,,121.476218,25.022347
大樓,新站晶華,DE03000125,永安里,新北市板橋區永安里縣民大道三段105號,1.0,194.0,埔墘派出所,,121.4764,25.022447
大樓,昇陽大樓,DE03000126,長壽里,新北市板橋區長壽里光環路一段80號,1.0,1096.0,埔墘派出所,,121.481684,25.016864
大樓,湛藍新天地,DE03000127,居仁里,新北市板橋區居仁里光環路二段26號,1.0,2531.0,埔墘派出所,,121.482138,25.014022
大樓,經典榮耀大樓,DE03000128,九如里,新北市板橋區九如里三民路二段72號,1.0,11.0,埔墘派出所,,121.479099,25.017063
大樓,公寓,DE03000129,光復里,新北市板橋區光復里中山路二段412巷29弄11號,1.0,50.0,埔墘派出所,,121.484228,25.020194
大樓,新板圖,DE03000130,埤墘里,新北市板橋區埤墘里莊敬231巷1號,1.0,687.0,埔墘派出所,,121.47229,25.02179253
大樓,大樓,DE03000131,振興里,新北市板橋區振興里中山二段443巷75號,3.0,1250.0,埔墘派出所,,121.480685,25.022525
大樓,頤和邦,DE03000132,振興里,新北市板橋區振興里中山路二段505巷38號,2.0,72.0,埔墘派出所,,121.482065,25.02253
大樓,湛藍幸福時光,DE03000133,居仁里,新北市板橋區居仁里光環路二段46號,1.0,2053.0,埔墘派出所,,121.481621,25.014206
公寓,公寓,DE03000134,振興里,新北市板橋區振興里翠華街6巷73號,1.0,133.0,埔墘派出所,,121.48126,25.025085
大樓,大樓,DE03000135,福壽里,新北市板橋區福壽里三民路二段237號,1.0,273.0,埔墘派出所,,121.479112,25.012729
大樓,大樓,DE03000136,莊敬里,新北市板橋區莊敬里莊敬220巷11-5號,1.0,103.0,埔墘派出所,,121.472607,25.020838
大樓,大樓,DE03000137,永安里,新北市板橋區永安里縣民大道三段103巷7號,2.0,139.0,埔墘派出所,,121.475803,25.022812
大樓,大樓,DE03000138,福壽里,新北市板橋區福壽里三民路2段209號,2.0,114.0,埔墘派出所,,121.479132,25.013046
公寓,公寓,DE03000139,廣新里,新北市板橋區廣新里永豐街89巷5弄1號,1.0,286.0,埔墘派出所,,121.473123,25.019502
大樓,陽明天下大樓,DE04000001,文德里,新北市板橋區文德里文德路19號,1.0,1515.0,新海派出所,,121.462376,25.024142
公寓,公寓,DE04000002,中正里,新北市板橋區中正里中正路413巷15號,1.0,99.0,新海派出所,,121.453506,25.022553
大樓,富臨極品大樓,DE04000003,新翠里,新北市板橋區新翠里雨農路24號,1.0,1455.0,新海派出所,,121.461641,25.024611
大樓,板橋國中自強大樓,DE04000004,中正里,新北市板橋區中正里中正路437號,1.0,376.0,新海派出所,,121.454159,25.024001
公寓,公寓,DE04000006,中正里,新北市板橋區中正里中正路360號,1.0,1620.0,新海派出所,,121.454472,25.0241168
公寓,公寓,DE04000007,新海里,新北市板橋區新海里新海路403巷20-28號,1.0,321.0,新海派出所,,121.457591,25.026334
公寓,公寓,DE04000012,金華里,新北市板橋區新生里新生街23巷1弄5號,1.0,366.0,新海派出所,,121.455847,25.021454
公寓,公寓,DE04000013,新生里,新北市板橋區新生里金華街21巷17號,1.0,530.0,新海派出所,,121.456039,25.020788
大樓,市立聯合醫院,DE04000016,德翠里,新北市板橋區德翠里英士路1巷198號,1.0,1625.0,新海派出所,,,
公寓,公寓,DE04000017,公館里,新北市板橋區公館里文化路一段285巷1弄15號,1.0,263.0,新海派出所,,121.464166,25.018658
公寓,公寓,DE04000018,吉翠里,新北市板橋區吉翠里裕民街41號,1.0,282.0,新海派出所,,121.460782,25.028209
大樓,公寓,DE04000019,吉翠里,新北市板橋區吉翠里長江路一段48巷10弄2號,1.0,124.0,新海派出所,,121.459361,25.028024
公寓,公寓,DE04000020,朝陽里,新北市板橋區朝陽里裕民街9910號,1.0,636.0,新海派出所,,121.459215,25.027362
公寓,公寓,DE04000021,新翠里,新北市板橋區新翠里陽明街279巷26號,1.0,382.0,新海派出所,,121.461076,25.025879
公寓,公寓,DE04000022,新海里,新北市板橋區新海里新海路385巷63號,1.0,3918.0,新海派出所,,121.457548,25.025479
公寓,公寓,DE04000023,新海里,新北市板橋區新海里新海路403巷16-18號,1.0,131.0,新海派出所,,121.457903,25.026503
公寓,致理科技大學,DE04000024,忠誠里,新北市板橋區忠誠里文化路一段313號,1.0,363.0,新海派出所,,121.465198,25.021012
公寓,公寓,DE04000025,新翠里,新北市板橋區新翠里英士路58巷6弄21號,1.0,536.0,新海派出所,,121.461133,25.025211
大樓,公寓,DE04000026,幸福里,新北市板橋區幸福里英士路153號,1.0,184.0,新海派出所,,121.459701,25.023897
公寓,新埔國中仁愛大樓,DE04000027,新海里,新北市板橋區新海里新海路181號,1.0,546.0,新海派出所,,121.459653,25.024897
公寓,板信商銀,DE04000029,公館里,新北市板橋區公館里文化路一段261號,1.0,18.0,新海派出所,,,
公寓,公寓,DE04000033,忠誠里,新北市板橋區忠誠里陽明街73巷12號,1.0,490.0,新海派出所,,121.463864,25.022806
,,DE04000034,忠誠里,新北市板橋區忠誠里陽明街27巷2-1號,1.0,65.0,新海派出所,,121.465558,25.021918
,,DE04000035,忠誠里,新北市板橋區忠誠里陽明街45號,1.0,362.0,新海派出所,,121.464971,25.022201
公寓,公寓,DE04000036,公館里,新北市板橋區公館里國光路1571號,1.0,516.0,新海派出所,,121.462804,25.018584
,,DE04000038,幸福里,新北市板橋區漢生西路165巷101弄1號,,313.0,新海派出所,,121.460152,25.022531
公寓,公寓,DE04000040,中正里,新北市板橋區中正里中正路401號,1.0,48.0,新海派出所,,121.454083,25.02217
公寓,公寓,DE04000042,中正里,新北市板橋區中正里中正路399巷810號,1.0,40.0,新海派出所,,121.452674,25.022602
公寓,公寓,DE04000043,朝陽里,新北市板橋區朝陽里四維路269巷92號,1.0,25.0,新海派出所,,121.459617,25.026662
公寓,新埔國中體育場大樓,DE04000044,新海里,新北市板橋區新海里新海路181號,1.0,619.0,新海派出所,,121.459653,25.024897
公寓,公寓,DE04000045,德翠里,新北市板橋區德翠里龍泉街5858號,1.0,114.0,新海派出所,,121.456959,25.023493
公寓,公寓,DE04000046,德翠里,新北市板橋區德翠里龍泉街5761號,1.0,125.0,新海派出所,,121.456959,25.023493
公寓,公寓,DE04000047,港尾里,新北市板橋區港尾里金華街9巷210號,1.0,623.0,新海派出所,,121.455223,25.020338
公寓,公寓,DE04000048,港尾里,新北市板橋區港尾里金華街9巷17號,1.0,735.0,新海派出所,,121.455223,25.020338
公寓,公寓,DE04000049,德翠里,新北市板橋區德翠里龍泉街54巷2弄13號,1.0,496.0,新海派出所,,121.457166,25.026378
公寓,公寓,DE04000050,德翠里,新北市板橋區德翠里龍泉街54巷1弄17號,1.0,500.0,新海派出所,,121.456961,25.026266
公寓,公寓,DE04000051,新翠里,新北市板橋區新翠里雨農路616號,1.0,299.0,新海派出所,,121.460585,25.024117
大樓,大樓,DE04000052,港尾里,新北市板橋區港尾里新生街616號,1.0,178.0,新海派出所,,121.455597,25.02108
公寓,大樓,DE04000054,金華里,新北市板橋區金華里金華街5157號,1.0,139.0,新海派出所,,121.459802,25.020872
公寓,公寓,DE04000056,德翠里,新北市板橋區德翠里龍泉街55巷8弄226號,1.0,1279.0,新海派出所,,121.45695,25.025505
公寓,公寓,DE04000057,公館里,新北市板橋區公館里國光路211巷32號,1.0,647.0,新海派出所,,121.462153,25.019083
公寓,公寓,DE04000058,公館里,新北市板橋區公館里國光路191號,1.0,551.0,新海派出所,,121.461566,25.018593
大樓,公寓,DE04000059,公館里,新北市板橋區公館里國光路28號,1.0,496.0,新海派出所,,121.461442,25.018654
大樓,公寓,DE04000060,新翠里,新北市板橋區新翠里雨農路20-22號,1.0,193.0,新海派出所,,121.46177,25.024682
大樓,公寓,DE04000061,新翠里,新北市板橋區新翠里雨農路17巷113號,1.0,742.0,新海派出所,,121.462157,25.024444
大樓,凱旋花園,DE04000062,朝陽里,新北市板橋區朝陽里裕民街131號,1.0,1600.0,新海派出所,,121.459215,25.027362
公寓,公寓,DE04000063,港德里,新北市板橋區港德里中正路216巷12號,1.0,286.0,新海派出所,,121.456449,25.01844
公寓,公寓,DE04000064,公館里,新北市板橋區公館里國光路173巷418號,1.0,321.0,新海派出所,,,
公寓,公寓,DE04000065,中正里,新北市板橋區中正里中正路216巷150弄216號,1.0,321.0,新海派出所,,121.452674,25.022602
公寓,公寓,DE04000066,中正里,新北市板橋區中正里中正路216巷150弄1號,1.0,274.0,新海派出所,,121.452674,25.022602
公寓,公寓,DE04000067,中正里,新北市板橋區中正里中正路216巷142號,1.0,160.0,新海派出所,,121.452674,25.022602
公寓,新埔國小,DE04000068,新翠里,新北市板橋區新翠里陽明街206號,1.0,281.0,新海派出所,,121.462594,25.025883
公寓,公寓,DE04000069,公館里,新北市板橋區公館里國光路173巷3弄18號,1.0,242.0,新海派出所,,121.459969,25.01912885
公寓,公寓,DE04000070,文德里,新北市板橋區文德里新海路72巷46弄19號,1.0,587.0,新海派出所,,121.462538,25.023105
公寓,公寓,DE04000071,文德里,新北市板橋區文德里漢生西路165巷34-42號,1.0,213.0,新海派出所,,121.46225,25.023485
公寓,文德國小停車場,DE04000075,幸福里,新北市板橋區幸福里英士路179號,1.0,1116.0,新海派出所,,121.458501,25.02251
大樓,曉樓社區,DE04000077,新翠里,新北市板橋區新翠里英士路58巷15弄51號,1.0,2000.0,新海派出所,,121.460248,25.025461
公寓,公寓,DE04000078,中正里,新北市板橋區中正里中正路399巷6號,1.0,35.0,新海派出所,,121.453799,25.022343
公寓,日安陽明大樓,DE04000079,文德里,新北市板橋區文德里漢生西路163號,1.0,417.0,新海派出所,,121.463187,25.023284
