電腦編號,建築物名稱,鄉鎮市區,村里別,地址,地下樓層,可容納人數,轄管分局
XX0043," 台灣電信管理局"," 新興區",開平里,高雄市新興區錦田路142號,1,240.2,新興分局
XX0047," 大樓"," 新興區",榮治里,高雄市新興區大同一路179號,1,356.97,新興分局
XX0049," 大樓"," 新興區",振成里,高雄市新興區五福二路147號,1,329.87,新興分局
XX0057," 高雄郵局"," 新興區",東坡里,高雄市新興區中正三路179號,1,1661.92,新興分局
XX0058," 大樓"," 新興區",順昌里,高雄市新興區七賢一路100號,1,352.86,新興分局
XX0059," 大樓"," 新興區",明莊里,高雄市新興區中山一路117號,1,489.959,新興分局
QJ0015," 大樓"," 前金區",新生里,高雄市前金區市中一路242號,1,347.39,新興分局
QJ0018," 大樓"," 前金區",長城里,高雄市前金區新盛一街9號地下室,2,513.18,新興分局
QJ0022," 大樓"," 前金區",國民里,高雄市前金區大同二路131號,1,265.67,新興分局
XX0097," 大樓"," 新興區",新江里,高雄市新興區中山一路300號,1,78.17,新興分局
QJ0023," 大樓"," 前金區",青山里,高雄市前金區中正四路105號,1,282.67,新興分局
XX0103," 大樓"," 新興區",新江里,高雄市新興區八德一路316號,2,1021.31,新興分局
XX0104," 大樓"," 新興區",新江里,高雄市新興區林森一路267號,2,1029.29,新興分局
XX0105," 大樓"," 新興區",大明里,高雄市新興區南台路16號,1,475.38,新興分局
XX0114," 大樓"," 新興區",建華里,高雄市新興區自立一路66之16號,2,1206.12,新興分局
XX0115," 大樓"," 新興區",成功里,高雄市新興區六合一路109號,1,187.11,新興分局
QJ0027," 大樓"," 新興區",國民里,高雄市前金區大同二路145號十之6,2,2661.62,新興分局
XX0129," 大樓"," 新興區",新江里,高雄市新興區南華路188號,1,381.54,新興分局
QJ0033," 大樓"," 前金區",草江里,高雄市前金區新盛一街55號,1,274.78,新興分局
QJ0034," 大樓"," 前金區",青山里,高雄市前金區中正四路99號,2,890.18,新興分局
XX0135," 透天"," 新興區",浩然里,高雄市新興區五福二路3號,1,472.5,新興分局
XX0136," 透天"," 新興區",中東里,高雄市新興區七賢一路393號,1,250,新興分局
QJ0036," 透天"," 前金區",博孝里,高雄市前金區五福三路122號,1,686.8,新興分局
XX0141," 大樓"," 新興區",中東里,高雄市新興區六合一路90號,1,207.9,新興分局
XX0143," 大樓"," 新興區",南港里,高雄市新興區林森一路242號,2,1344.55,新興分局
XX0144," 大樓"," 新興區",順昌里,高雄市新興區七賢一路75號,1,206.98,新興分局
XX0152," 大樓"," 新興區",玉衡里,高雄市新興區文橫一路17號,1,636.24,新興分局
XX0171," 大樓"," 新興區",中東里,高雄市新興區七賢一路301號,1,860.03,新興分局
XX0183," 大樓"," 新興區",建華里,高雄市新興區八德二路94號,1,228.09,新興分局
QJ0073," 大樓"," 前金區",長生里,高雄市前金區中華三路17號,1,243.52,新興分局
XX0188," 大樓"," 新興區",中東里,高雄市新興區六合一路92號,2,503.61,新興分局
XX0201," 大樓"," 新興區",興昌里,高雄市新興區七賢一路225號,2,619.63,新興分局
QJ0096," 大樓"," 前金區",新生里,高雄市前金區七賢二路254號,1,229.79,新興分局
XX0227," 大樓"," 新興區",德生里,高雄市新興區五福一路142號地下室,1,1200.67,新興分局
XX0228," 大樓"," 新興區",建華里,高雄市新興區南台橫路31號,1,438.13,新興分局
XX0229," 大樓"," 新興區",秋山里,高雄市新興區民主路16號,2,701.03,新興分局
XX0231," 大樓"," 新興區",中東里,高雄市新興區復興一路72號,1,275.87,新興分局
XX0237," 大樓"," 新興區",順昌里,高雄市新興區七賢一路73號,1,313.55,新興分局
XX0238," 大樓"," 新興區",永寧里,高雄市新興區五福二路146號,1,573.97,新興分局
XX0242," 大樓"," 新興區",文昌里,高雄市新興區中正二路218號,1,539.82,新興分局
XX0243," 大樓"," 新興區",文昌里,高雄市新興區和平一路215之4號,1,594.4,新興分局
XX0244," 大樓"," 新興區",德生里,高雄市新興區五福二路14號,1,168.04,新興分局
XX0257," 大樓"," 新興區",振成里,高雄市新興區文化路53號,1,510.28,新興分局
QJ0113," 大樓"," 前金區",長城里,高雄市前金區新盛一街12號,1,261.35,新興分局
QJ0114," 大樓"," 前金區",新生里,高雄市前金區七賢二路394號,1,667.66,新興分局
QJ0115," 大樓"," 前金區",文東里,高雄市前金區中山二路575號,1,1161.15,新興分局
QJ0135," 大樓"," 前金區",榮復里,高雄市前金區成功一路286號,1,318.4,新興分局
XX0288," 大樓"," 新興區",東坡里,高雄市新興區林森一路163號,1,1299.99,新興分局
QJ0142," 大樓"," 前金區",後金里,高雄市前金區六合二路279號,1,1197.37,新興分局
XX0294," 大樓"," 新興區",南港里,高雄市新興區忠孝一路437巷18號,1,187.82,新興分局
QJ0144," 大樓"," 前金區",復元里,高雄市前金區民生二路58號地下室,1,1229.55,新興分局
QJ0145," 透天"," 前金區",新生里,高雄市前金區新生里河南二路196之1號,1,861.74,新興分局
QJ0146," 大樓"," 前金區",文西里,高雄市前金區五福三路61號,2,1456.2,新興分局
XX0302," 大樓"," 新興區",文昌里,高雄市新興區六合路67號,1,967.42,新興分局
XX0312," 大樓"," 新興區",成功里,高雄市新興區仁愛一街137號,1,266.23,新興分局
XX0323," 大樓"," 新興區",光耀里,高雄市新興區黃海街36號,1,734.01,新興分局
XX0325," 大樓"," 新興區",玉衡里,高雄市新興區中山一路12號,1,391.6,新興分局
XX0328," 大樓"," 新興區",光耀里,高雄市新興區中正三路5號,1,1123.73,新興分局
XX0329," 台灣電信管理局"," 新興區",成功里,高雄市新興區林森一路230號,1,3337.67,新興分局
XX0330," 大樓"," 新興區",永寧里,高雄市新興區五福二路172號,1,199.64,新興分局
XX0335," 大樓"," 新興區",德望里,高雄市新興區復橫一路156之1號,1,1014.98,新興分局
XX0336," 大樓"," 新興區",德望里,高雄市新興區復興一路22號,1,886.4,新興分局
XX0343," 大樓"," 新興區",明莊里,高雄市新興區中正四路72號,1,149.47,新興分局
XX0349," 大樓"," 新興區",南港里,高雄市新興區仁愛一街291巷8號,1,1495.46,新興分局
XX0354," 大樓"," 新興區",仁聲里,高雄市新興區復興一路49號,1,709.46,新興分局
XX0355," 大樓"," 新興區",德望里,高雄市新興區復興一路42號,1,578.81,新興分局
QJ0170," 大樓"," 新興區",三川里,高雄市前金區七賢二路118號之底層,2,339.1,新興分局
XX0357," 大樓"," 新興區",仁聲里,高雄市新興區仁愛一街98號,1,282.03,新興分局
XX0358," 大樓"," 新興區",秋山里,高雄市新興區六合二路30號,1,303.74,新興分局
XX0359," 大樓"," 新興區",中東里,高雄市新興區復興一路74號,1,270.09,新興分局
QJ0175," 大樓"," 前金區",東金里,高雄市前金區自強一路54號,1,670.9,新興分局
QJ0176," 大樓"," 前金區",民生里,高雄市前金區中華三路81號,1,371.36,新興分局
XX0364," 大樓"," 新興區",德望里,高雄市新興區中正三路31號之1,1,184.92,新興分局
QJ0178," 大樓"," 前金區",新生里,高雄市前金區市中一路272號,1,534.34,新興分局
QJ0179," 大樓"," 前金區",社東里,高雄市前金區五福三路102號,1,243.5,新興分局
XX0367," 大樓"," 新興區",振成里,高雄市新興區仁智街304號,1,168.65,新興分局
XX0368," 大樓"," 前金區",玉衡里,高雄市新興區中山一路10之2號,1,114,新興分局
XX0370," 大樓"," 新興區",愛平里,高雄市新興區興華路62號,1,333.71,新興分局
XX0374," 大樓"," 新興區",德望里,高雄市新興區錦田路43號,1,353.82,新興分局
XX0377," 大樓"," 新興區",振成里,高雄市新興區文化路97號,1,343.61,新興分局
XX0388," 大樓"," 新興區",長驛里,高雄市新興區明星街68號,1,193.38,新興分局
QJ0182," 大樓"," 前金區",新生里,高雄市前金區七賢二路329號,3,939.77,新興分局
QJ0184," 透天"," 前金區",博孝里,高雄市前金區五福三路122號,1,658.97,新興分局
XX0393," 大樓"," 新興區",成功里,高雄市新興區忠孝一路344號,1,146.09,新興分局
QJ0188," 大樓"," 前金區",長城里,高雄市前金區瑞源路75號,1,292.42,新興分局
XX0409," 大樓"," 新興區",秋山里,高雄市新興區明星街42號,1,206.32,新興分局
QJ0192," 大樓"," 前金區",東金里,高雄市前金區中正四路168號,3,992.3,新興分局
XX0425," 大樓"," 新興區",南港里,高雄市新興區八德一路194號,1,535.34,新興分局
QJ0197," 大樓"," 前金區",三川里,高雄市前金區瑞源路192號,1,51.8,新興分局
QJ0198," 大樓"," 前金區",東金里,高雄市前金區文武一街18號,1,498.41,新興分局
QJ0199," 大樓"," 前金區",東金里,高雄市前金區七賢二路203號,1,508.76,新興分局
QJ0200," 大樓"," 前金區",文東里,高雄市前金區五福三路21號,2,875.64,新興分局
XX0435," 大樓"," 新興區",光耀里,高雄市新興區民生一路40號,1,119.32,新興分局
QJ0204," 大樓"," 前金區",青山里,高雄市前金區新盛二街83號,1,543.9,新興分局
QJ0205," 大樓"," 前金區",長城里,高雄市前金區瑞源路88號,1,311.89,新興分局
QJ0206,國賓大飯店股份有限公司," 前金區",國民里,高雄市前金區民生二路202號,3,10878.22,新興分局
QJ0210," 大樓"," 前金區",社東里,高雄市前金區自強二路59號,1,169.13,新興分局
XX0439," 大樓"," 新興區",中東里,高雄市新興區六合一路96巷18號,1,3071.57,新興分局
XX0440,黑鮪魚大飯店," 新興區",建華里,高雄市新興區八德二路10號,1,419.37,新興分局
XX0441," 大樓"," 新興區",建華里,高雄市新興區八德二路6號,1,462.06,新興分局
QJ0211," 大樓"," 前金區",東金里,高雄市前金區榮安街43號,1,150.01,新興分局
XX0443," 大樓"," 新興區",德望里,高雄市新興區達仁街111號,1,122.37,新興分局
XX0445," 大樓"," 新興區",大明里,高雄市新興區中正四路53號,1,794.6,新興分局
XX0451," 大樓"," 新興區",南港里,高雄市新興區七賢一路398號,2,1456.42,新興分局
QJ0212," 大樓"," 前金區",東金里,高雄市前金區自強一路36號,1,168.91,新興分局
XX0454," 大樓"," 新興區",建華里,高雄市新興區七賢二路102號,1,152.95,新興分局
XX0462," 大樓"," 新興區",永寧里,高雄市新興區五福二路198號,1,198.71,新興分局
XX0463," 大樓"," 新興區",愛平里,高雄市新興區林森一路203巷37號,1,90.95,新興分局
XX0464," 大樓"," 新興區",順昌里,高雄市新興區七賢一路106號,1,183.01,新興分局
XX0468," 大樓"," 新興區",黎明里,高雄市新興區中山一路210號,1,121.25,新興分局
QJ0214," 大樓"," 前金區",東金里,高雄市前金區七賢二路201號,1,177.94,新興分局
QJ0215," 大樓"," 前金區",博孝里,高雄市前金區河東路2號,1,558.09,新興分局
XX0469," 大樓"," 新興區",新江里,高雄市新興區七賢一路480號,1,688.17,新興分局
QJ0216," 大樓"," 前金區",長城里,高雄市前金區瑞源路72號,1,324.14,新興分局
QJ0217," 大樓"," 前金區",社西里,高雄市前金區民生二路227號,1,506.6,新興分局
QJ0218," 大樓"," 前金區",新生里,高雄市前金區七賢二路328號,1,459.08,新興分局
XX0472," 大樓"," 新興區",仁聲里,高雄市新興區復興一路19號,1,798.23,新興分局
XX0473," 上海商業儲蓄銀行（高雄分行）"," 新興區",仁聲里,高雄市新興區中正三路61號,3,427,新興分局
XX0475," 大樓"," 新興區",新江里,高雄市新興區七賢一路464號,1,94.12,新興分局
QJ0222," 大樓"," 前金區",長生里,高雄市前金區民生二路71號,1,857.77,新興分局
QJ0223," 大樓"," 前金區",社東里,高雄市前金區自強二路41號,1,159.88,新興分局
QJ0224,法務部調查局," 前金區",後金里,高雄市前金區中正四路226號,1,657.53,新興分局
QJ0225,高雄市前金區公所," 前金區",林投里,高雄市前金區自強二路169號,1,641.34,新興分局
XX0493," 大樓"," 前金區",愛平里,高雄市新興區六合一路159之4號,1,175.96,新興分局
QJ0228," 大樓"," 前金區",博孝里,高雄市前金區市中一路7號,1,323.65,新興分局
XX0501," 大樓"," 新興區",德生里,高雄市新興區民生一路99號,1,685.44,新興分局
XX0502,民生大廈," 新興區",德生里,高雄市新興區民生一路23號,1,523.28,新興分局
XX0503," 大樓"," 新興區",中東里,高雄市新興區中正三路54號,1,143.19,新興分局
XX0505," 大樓"," 新興區",光耀里,高雄市新興區渤海街16號,1,1207.43,新興分局
XX0527," 大樓"," 新興區",德望里,高雄市新興區中正三路45號,2,603.59,新興分局
XX0549," 大樓"," 新興區",永寧里,高雄市新興區五福二路196號,1,707.53,新興分局
XX0556," 大樓"," 新興區",秋山里,高雄市新興區民主路9號,1,355.55,新興分局
XX0558," 大樓"," 新興區",振成里,高雄市新興區文化路58之3號,1,339.22,新興分局
QJ0248," 大樓"," 前金區",民生里,高雄市前金區中華三路89號,1,173.24,新興分局
XX0564," 大樓"," 新興區",順昌里,高雄市新興區七賢一路25號,1,416.65,新興分局
XX0570," 大樓"," 新興區",中東里,高雄市新興區七賢一路321號,1,1422.51,新興分局
XX0588," 大樓"," 新興區",明莊里,高雄市新興區中山橫路47號,1,71.69,新興分局
XX0592," 大樓"," 新興區",振成里,高雄市新興區五福二路195號,1,113.38,新興分局
XX0601," 大樓"," 新興區",成功里,高雄市新興區六合一路63之1號,1,110.35,新興分局
XX0603," 大樓"," 新興區",秋山里,高雄市新興區七賢二路25號,1,609.53,新興分局
QJ0256," 大樓"," 前金區",青山里,高雄市前金區中正四路143號,1,479.37,新興分局
QJ0257," 大樓"," 前金區",長生里,高雄市前金區中華三路53號,1,409.58,新興分局
XX0607," 大樓"," 新興區",文昌里,高雄市新興區中正二路192號,1,512.34,新興分局
XX0608," 大樓"," 新興區",文昌里,高雄市新興區中正二路190號,1,263.78,新興分局
XX0627," 大樓"," 新興區",成功里,高雄市新興區中正三路110號,1,237.18,新興分局
XX0630," 大樓"," 新興區",成功里,高雄市新興區中正三路134號,1,220.93,新興分局
QJ0259," 大樓"," 前金區",長城里,高雄市前金區瑞源路78號,1,188.25,新興分局
XX0635," 大樓"," 新興區",開平里,高雄市新興區錦田路135巷33號,1,238.91,新興分局
XX0636," 大樓"," 新興區",秋山里,高雄市新興區中山一路183號,1,164.68,新興分局
XX0637,兆豐銀行新興分行," 新興區",新江里,高雄市新興區中山一路308號,2,961.82,新興分局
XX0639," 大樓"," 新興區",南港里,高雄市新興區忠孝一路456號,2,813.04,新興分局
XX0645,高雄市立高雄商業職業學校," 新興區",浩然里,高雄市新興區五福二路3號,1,1062.71,新興分局
QJ0268,高雄市政府衛生局," 前金區",林投里,高雄市前金區中正四路261號,1,316.28,新興分局
QJ0269," 大樓"," 前金區",長生里,高雄市前金區光復一街2號,1,1187.47,新興分局
XX0649," 大樓"," 新興區",長驛里,高雄市新興區七賢二路89號,1,118.7,新興分局
XX0650," 大樓"," 新興區",大明里,高雄市新興區中正四路1號,1,168.33,新興分局
XX0651," 大樓"," 新興區",秋山里,高雄市新興區七賢二路71號,1,366.6,新興分局
XX0655," 大樓"," 新興區",秋山里,高雄市新興區七賢二路65號,1,220.22,新興分局
QJ0271," 大樓"," 前金區",長生里,高雄市前金區五福三路60號,1,465.52,新興分局
QJ0272,白金漢大飯店股份有限公司," 前金區",新生里,高雄市前金區賢中街3號,1,193.86,新興分局
XX0657," 大樓"," 新興區",成功里,高雄市新興區中正三路78之1號,1,238.16,新興分局
QJ0276," 大樓"," 前金區",長城里,高雄市前金區中華三路232號,2,536.47,新興分局
XX0665," 大樓"," 新興區",中東里,高雄市新興區中正三路68之4號,1,95.56,新興分局
QJ0277," 大樓"," 前金區",文東里,高雄市前金區中山二路533號,1,565.5,新興分局
QJ0278," 大樓"," 前金區",草江里,高雄市前金區七賢二路183號,1,211.97,新興分局
QJ0281," 大樓"," 前金區",新生里,高雄市前金區七賢二路377號,1,126.39,新興分局
QJ0282," 大樓"," 前金區",新生里,高雄市前金區七賢二路426號,1,781.05,新興分局
XX0674," 大樓"," 新興區",大明里,高雄市新興區大同一路180號,1,431.76,新興分局
XX0681," 大樓"," 新興區",仁聲里,高雄市新興區復興一路51號,1,1017.09,新興分局
QJ0283," 大樓"," 前金區",青山里,高雄市前金區中華三路98號,1,553.11,新興分局
XX0684," 大樓"," 新興區",大明里,高雄市新興區中正四路25號,1,149.98,新興分局
QJ0284," 大樓"," 前金區",三川里,高雄市前金區七賢二路156號,1,340.62,新興分局
XX0701," 大樓"," 新興區",建華里,高雄市新興區七賢二路86號,1,480.4,新興分局
XX0705," 大樓"," 新興區",成功里,高雄市新興區中正三路129號,1,334.54,新興分局
QJ0292," 大樓"," 前金區",三川里,高雄市前金區七賢二路122號,1,396.22,新興分局
XX0710," 大樓"," 新興區",振成里,高雄市新興區文化路65號,1,231.86,新興分局
XX0712," 大樓"," 新興區",成功里,高雄市新興區中正三路84號,1,313.27,新興分局
QJ0293," 大樓"," 前金區",榮復里,高雄市前金區自強三路277號,1,133.51,新興分局
XX0715," 大樓"," 新興區",長驛里,高雄市新興區明星街66號,1,367.48,新興分局
XX0719,宏法寺," 新興區",南港里,高雄市新興區仁愛一街296號,1,84.54,新興分局
QJ0294,高雄市立高雄女子高級中學," 前金區",博孝里,高雄市前金區五福三路122號,1,1367.8,新興分局
XX0721," 大樓"," 新興區",新江里,高雄市新興區八德一路330號,1,558.78,新興分局
XX0722," 大樓"," 新興區",黎明里,高雄市新興區六合一路174號,1,199.84,新興分局
QJ0297," 大樓"," 前金區",長生里,高雄市前金區五福三路50號,1,510.22,新興分局
QJ0300," 大樓"," 前金區",青山里,高雄市前金區中正四路87號,2,705.13,新興分局
XX0727," 大樓"," 新興區",秋山里,高雄市新興區六合二路56號,1,170.68,新興分局
XX0728," 大樓"," 新興區",建華里,高雄市新興區七賢二路42號,1,83.46,新興分局
XX0733," 大樓"," 新興區",愛平里,高雄市新興區中山一路162號,1,205.04,新興分局
QJ0302," 大樓"," 前金區",新生里,高雄市前金區七賢二路356號,1,125.94,新興分局
XX0740," 大樓"," 新興區",開平里,高雄市新興區河南一路1之1號,1,488.27,新興分局
XX0741," 大樓"," 新興區",德生里,高雄市新興區民生一路185號,1,161.51,新興分局
XX0742," 大樓"," 新興區",德生里,高雄市新興區民生一路183號,1,120.45,新興分局
QJ0305," 大樓"," 前金區",博孝里,高雄市前金區市中一路39號,1,236.12,新興分局
QJ0307," 大樓"," 前金區",草江里,高雄市前金區中華三路156號,1,702.39,新興分局
XX0757," 大樓"," 新興區",建華里,高雄市新興區中山一路263號,1,670.52,新興分局
XX0758,高雄市新興區七賢國民小學," 新興區",中東里,高雄市新興區七賢一路393號,1,249.42,新興分局
QJ0310,前金國民中學," 前金區",後金里,高雄市前金區六合二路278號,1,1301.63,新興分局
QJ0311," 大樓"," 前金區",長城里,高雄市前金區六合二路145號之1,1,433.28,新興分局
QJ0312," 大樓"," 前金區",青山里,高雄市前金區瑞源路31之1號,1,1674.76,新興分局
QJ0313," 大樓"," 前金區",草江里,高雄市前金區草江里新盛一街47號,1,380.79,新興分局
QJ0314," 大樓"," 前金區",後金里,高雄市前金區中正四路258號,1,1139.98,新興分局
XX0770," 大樓"," 新興區",中東里,高雄市新興區七賢一路299號,1,953.31,新興分局
QJ0315," 大樓"," 前金區",長生里,高雄市前金區中華三路5號,1,270.47,新興分局
QJ0316," 大樓"," 前金區",長生里,高雄市前金區中華三路7號,1,189.37,新興分局
XX0782," 大樓"," 新興區",建華里,高雄市新興區七賢二路74號,1,680.81,新興分局
QJ0325," 大樓"," 前金區",長生里,高雄市前金區民生二路67號,1,198.39,新興分局
XX0792," 大樓"," 新興區",南港里,高雄市新興區七賢一路430號,1,538.3,新興分局
QJ0330," 大樓"," 前金區",社西里,高雄市前金區民生二路205號,1,191.57,新興分局
QJ0331," 大樓"," 前金區",青山里,高雄市前金區瑞源路26號,1,199.76,新興分局
QJ0333," 大樓"," 前金區",長城里,高雄市前金區中華三路126號,1,301.1,新興分局
XX0794,台灣基督長者教會," 新興區",秋山里,高雄市新興區明星街5號,1,684.67,新興分局
QJ0334,大立百貨企業股份有限公司," 前金區",文西里,高雄市前金區五福三路59號,3,2693.86,新興分局
QJ0335," 大樓"," 前金區",東金里,高雄市前金區中華三路129號,2,408.95,新興分局
QJ0336," 大樓"," 前金區",復元里,高雄市前金區中華三路67號,1,703.51,新興分局
XX0812," 大樓"," 新興區",德生里,高雄市新興區五福一街2號之1,1,904.8,新興分局
XX0813," 大樓"," 新興區",光耀里,高雄市新興區民生一路52號,1,345.68,新興分局
XX0816,高雄市立高雄商業職業學校," 新興區",浩然里,高雄市新興區五福二路3號,1,1245.72,新興分局
XX0817,台灣省住宅及都市發展局," 新興區",永寧里,高雄市新興區五福二路200號,1,771.97,新興分局
XX0818," 大樓"," 新興區",興昌里,高雄市新興區中正三路28號,1,224.8,新興分局
XX0823," 大樓"," 新興區",成功里,高雄市新興區中正三路88號,1,371.46,新興分局
XX0827," 大樓"," 新興區",南港里,高雄市新興區七賢一路424號,1,333.61,新興分局
XX0828," 大樓"," 新興區",永寧里,高雄市新興區德智街33號,1,157.19,新興分局
QJ0346,高雄市前金國民小學," 前金區",國民里,高雄市前金區大同二路61號,1,825.33,新興分局
XX0833," 大樓"," 新興區",德政里,高雄市新興區球庭路7之1號,1,565.6,新興分局
QJ0348," 大樓"," 前金區",青山里,高雄市前金區自立橫路65號,1,1231.14,新興分局
XX0837," 大樓"," 新興區",黎明里,高雄市新興區中山一路242號,1,920.76,新興分局
QJ0350," 大樓"," 前金區",長城里,高雄市前金區中正四路136號,1,416.01,新興分局
XX0841," 大樓"," 新興區",長驛里,高雄市新興區南台路127號,1,410.28,新興分局
QJ0354," 大樓"," 前金區",榮復里,高雄市前金區五福三路87號,2,736.09,新興分局
XX0852," 大樓"," 新興區",開平里,高雄市新興區開封路449號,1,772.44,新興分局
XX0853," 大樓"," 新興區",文昌里,高雄市新興區尚義街138號,1,456.2,新興分局
XX0857," 大樓"," 新興區",光耀里,高雄市新興區南海街2號,1,111.16,新興分局
XX0861," 大樓"," 新興區",華聲里,高雄市新興區忠孝一路147號,1,172.16,新興分局
XX0862," 大樓"," 新興區",新江里,高雄市新興區八德一路392號,2,160.3,新興分局
XX0871," 大樓"," 新興區",德政里,高雄市新興區中正三路93號,1,309.36,新興分局
XX0872," 大樓"," 新興區",振成里,高雄市新興區文化路56號,1,148.1,新興分局
XX0874,台灣省住宅及都市發展局," 新興區",振成里,高雄市新興區林森一路14號,1,916.87,新興分局
XX0875," 大樓"," 新興區",光耀里,高雄市新興區民生一路22號,1,645.43,新興分局
QJ0361,華南商業銀行股份有限公司," 前金區",草江里,高雄市前金區七賢二路189號,1,514.04,新興分局
QJ0363,高雄市立大同醫院," 前金區",復元里,高雄市前金區中華三路68號,2,1326.99,新興分局
QJ0366,台灣銀行," 前金區",後金里,高雄市前金區中正四路264號,1,230.77,新興分局
XX0888," 大樓"," 新興區",興昌里,高雄市新興區六合一路27號,1,375.2,新興分局
QJ0367," 大樓"," 前金區",長城里,高雄市前金區中山橫路95號,1,860.63,新興分局
XX0895," 大樓"," 新興區",振華里,高雄市新興區文橫二路119號,1,167.23,新興分局
QJ0370,高雄市立七賢國中（舊）," 前金區",新生里,高雄市前金區河南二路196號,1,1643.79,新興分局
QJ0371," 大樓"," 前金區",長城里,高雄市前金區七賢二路220之8號,1,159.08,新興分局
XX0903,新光人壽保險股份有限公司," 新興區",中東里,高雄市新興區七賢一路249號,2,1891.4,新興分局
QJ0374," 大樓"," 前金區",社東里,高雄市前金區自強二路75號,1,90.43,新興分局
XX0904," 大樓"," 新興區",興昌里,高雄市新興區信守街121號,1,187.8,新興分局
XX0906," 大樓"," 新興區",興昌里,高雄市新興區中正三路2號,3,1586.81,新興分局
XX0912," 大樓"," 新興區",東坡里,高雄市新興區中山一路86號,1,157.5,新興分局
XX0914," 大樓"," 新興區",南港里,高雄市新興區南華橫二路33號,1,666.64,新興分局
QJ0377," 大樓"," 前金區",社西里,高雄市前金區民生二路207號,1,204.39,新興分局
QJ0379,高雄市前金國民小學," 前金區",國民里,高雄市前金區大同二路61號,1,452.69,新興分局
XX0927," 大樓"," 新興區",振成里,高雄市新興區文化路83號,1,261.99,新興分局
QJ0381," 大樓"," 前金區",東金里,高雄市前金區七賢二路201之3號,1,123.83,新興分局
XX0934,高雄市七賢國民小學," 新興區",中東里,高雄市新興區七賢一路393號,1,300,新興分局
XX0949," 大樓"," 新興區",中東里,高雄市新興區六合一路55號,1,1674.39,新興分局
XX0952," 大樓"," 新興區",玉衡里,高雄市新興區中山一路12之2號,2,1065.45,新興分局
