電腦編號,建築物名稱,鄉鎮市區,村里別,地址,地下樓層,可容納人數,轄管分局
XX0958," 大樓"," 新興區",永寧里,高雄市新興區德智街17號,1,108.94,新興分局
QJ0390,高雄市政府警察局新興分局前金分駐所," 前金區",東金里,高雄市前金區中正四路174號,1,250.3,新興分局
XX0976,"臺灣土地銀行 中正分行"," 新興區",愛平里,高雄市新興區中正三路158號,2,1220.29,新興分局
XX0977," 大樓"," 新興區",南港里,高雄市新興區七賢一路432號,1,296.33,新興分局
QJ0393," 大樓"," 前金區",國民里,高雄市前金區民生二路163號,1,526.83,新興分局
QJ0396," 大樓"," 新興區",新生里,高雄市前金區七賢二路311號,1,457.6,新興分局
XX1000," 大樓"," 新興區",文昌里,高雄市新興區文昌里中正二路220號,1,524.53,新興分局
XX1005," 大樓"," 新興區",開平里,高雄市新興區七賢一路300號之1,1,1808.28,新興分局
XX1013," 大樓"," 新興區",愛平里,高雄市新興區中正三路156號,1,599.87,新興分局
QJ0399,酷旅樹屋旅店," 前金區",草江里,高雄市前金區六合二路132號,1,1132.72,新興分局
QJ0400," 大樓"," 前金區",民生里,高雄市前金區文武二街161之1號,1,406.04,新興分局
XX1016," 大樓"," 新興區",永寧里,高雄市新興區忠孝一路128號,1,157.81,新興分局
XX1020,交通部電信總局," 新興區",開平里,高雄市新興區錦田路142號,1,389.19,新興分局
XX1023," 大樓"," 新興區",秋山里,高雄市新興區六合二路66號,1,264.82,新興分局
QJ0405," 大樓"," 前金區",草江里,高雄市前金區草江里中華三路148號,2,1350.28,新興分局
XX1027,高雄市立大同國小," 新興區",榮治里,高雄市新興區大同一路231號,1,1853.32,新興分局
XX1028,高雄郵局," 新興區",東坡里,高雄市新興區中正三路177號,1,2034.35,新興分局
QJ0406," 大樓"," 前金區",新生里,高雄市前金區自強一路153號,1,278.97,新興分局
XX1034," 大樓"," 新興區",黎明里,高雄市新興區六合一路154之5號,1,495.02,新興分局
XX1037," 大樓"," 新興區",振華里,高雄市新興區民享街105號,1,188.11,新興分局
QJ0413," 大樓"," 前金區",青山里,高雄市前金區新盛二街73號,1,514.44,新興分局
XX1047,交通部電信總局," 新興區",成功里,高雄市新興區林森一路230號,1,1401.63,新興分局
QJ0414," 大樓"," 前金區",長生里,高雄市前金區中華三路21號,1,421.98,新興分局
QJ0415,喜悅大飯店股份有限公司," 前金區",長城里,高雄市前金區七賢二路178號,3,305.95,新興分局
QJ0426," 大樓"," 前金區",復元里,高雄市前金區自強二路104號,1,284.86,新興分局
XX1069," 大樓"," 新興區",大明里,高雄市新興區自立二路4號,1,510.32,新興分局
XX1072," 大樓"," 新興區",秋山里,高雄市新興區六合二路28號,1,122.81,新興分局
QJ0432," 大樓"," 前金區",後金里,高雄市前金區中正四路192號,1,969.46,新興分局
QJ0433," 大樓"," 前金區",新生里,高雄市前金區自強一路139巷11號,1,541.9,新興分局
QJ0435," 大樓"," 前金區",長城里,高雄市前金區自立二路89號,1,524.93,新興分局
XX1093," 大樓"," 新興區",中東里,高雄市新興區六合一路98號,2,1359.33,新興分局
XX1095," 大樓"," 新興區",文昌里,高雄市新興區中正二路184號,2,1166.37,新興分局
QJ0441," 大樓"," 前金區",文西里,高雄市前金區文武三街145號,1,379.98,新興分局
XX1100," 大樓"," 新興區",永寧里,高雄市新興區仁愛二街113號,1,229.76,新興分局
QJ0445," 大樓"," 前金區",東金里,高雄市前金區六合二路166號,1,215.39,新興分局
XX1104," 大樓"," 新興區",永寧里,高雄市新興區德智街1號,1,361.42,新興分局
XX1105," 大樓"," 新興區",長驛里,高雄市新興區自立二路146號,1,231.02,新興分局
QJ0447," 大樓"," 前金區",復元里,高雄市前金區中華三路79號,1,312.14,新興分局
XX1111," 大樓"," 新興區",振華里,高雄市新興區新田路99號,1,699.33,新興分局
XX1112," 大樓"," 新興區",振華里,高雄市新興區新田路93號,1,376.43,新興分局
XX1120," 大樓"," 新興區",浩然里,高雄市新興區林森一路10之1號,1,595.25,新興分局
QJ0448," 大樓"," 前金區",文西里,高雄市前金區中華四路349號,2,359.09,新興分局
XX1121," 大樓"," 新興區",開平里,高雄市新興區開封路435號,1,989.25,新興分局
QJ0449," 大樓"," 前金區",文西里,高雄市前金區中華四路331號,1,191.69,新興分局
XX1122," 大樓"," 新興區",振華里,高雄市新興區新田路103號,1,744.32,新興分局
QJ0450," 大樓"," 前金區",復元里,高雄市前金區民生二路76巷42號,1,343.04,新興分局
XX1123," 大樓"," 新興區",南港里,高雄市新興區南華橫二路27號,1,285.96,新興分局
XX1124," 大樓"," 新興區",南港里,高雄市新興區忠孝一路476號,1,191.9,新興分局
XX1125,雲端精緻旅館," 新興區",秋山里,高雄市新興區民主路18號,1,305.6,新興分局
XX1127,高雄市立高雄商業職業學校," 新興區",浩然里,高雄市新興區五福二路3號,1,469.09,新興分局
XX1138," 大樓"," 新興區",德生里,高雄市新興區德順街12號,1,164.91,新興分局
XX1139," 大樓"," 新興區",浩然里,高雄市新興區五福二路45之1號,1,153.85,新興分局
XX1140," 大樓"," 新興區",建華里,高雄市新興區河南二路2號,1,1074.14,新興分局
QJ0456," 大樓"," 前金區",國民里,高雄市前金區大同二路135之1號,1,234.27,新興分局
XX1148," 大樓"," 新興區",漢民里,高雄市新興區民生一路350號,1,121.56,新興分局
XX1149," 大樓"," 新興區",漢民里,高雄市新興區民生一路352號,1,77.51,新興分局
QJ0457," 大樓"," 前金區",復元里,高雄市前金區大同二路23號,2,998.88,新興分局
QJ0458,高雄市政府警察局交通警察大隊," 前金區",民生里,高雄市前金區中正四路191號,1,598.65,新興分局
XX1154," 大樓"," 新興區",中東里,高雄市新興區中東里復興一路78號,1,482.17,新興分局
XX1155," 大樓"," 新興區",德生里,高雄市新興區德順街17號,2,1414.94,新興分局
XX1156," 大樓"," 新興區",仁聲里,高雄市新興區復興一路47之1號,1,772.53,新興分局
QJ0463," 大樓"," 前金區",草江里,高雄市前金區明星街153號,1,188.57,新興分局
QJ0464," 大樓"," 前金區",民生里,高雄市前金區大同二路18號,1,153.88,新興分局
QJ0465," 大樓"," 前金區",林投里,高雄市前金區中正四路259號,2,1777.11,新興分局
QJ0467," 大樓"," 前金區",文西里,高雄市前金區中華四路283號,1,124.9,新興分局
QJ0468," 大樓"," 前金區",復元里,高雄市前金區自強二路102之5號,1,329.89,新興分局
QJ0469," 大樓"," 前金區",新生里,高雄市前金區七賢二路389號,1,287.22,新興分局
XX1162," 大樓"," 新興區",蕉園里,高雄市新興區球庭路35號,1,282.58,新興分局
XX1164," 大樓"," 新興區",蕉園里,高雄市新興區復橫一路240號,1,253.1,新興分局
XX1165," 大樓"," 新興區",振成里,高雄市新興區文橫二路162之1號,2,470.93,新興分局
QJ0477," 大樓"," 前金區",文西里,高雄市前金區新田路303號,1,373.13,新興分局
QJ0478," 大樓"," 前金區",社西里,高雄市前金區市中一路109號,1,146.9,新興分局
QJ0482,前金國民中學," 前金區",後金里,高雄市前金區六合二路278號,1,1683.75,新興分局
QJ0483," 大樓"," 前金區",民生里,高雄市前金區前金一街19號,1,116.36,新興分局
XX1175," 大樓"," 新興區",南港里,高雄市新興區忠孝一路482號,1,289.5,新興分局
XX1176,高雄市新興區公所," 新興區",中東里,高雄市新興區中正三路34號,1,1437.04,新興分局
QJ0485," 大樓"," 前金區",青山里,高雄市前金區瑞源路35號,1,248,新興分局
QJ0487," 大樓"," 前金區",民生里,高雄市前金區自強二路182號,1,448.18,新興分局
XX1182," 大樓"," 前金區",振華里,高雄市新興區新田路71號,2,1692.06,新興分局
XX1184," 大樓"," 新興區",秋山里,高雄市新興區六合二路52號,2,168.81,新興分局
QJ0488," 大樓"," 前金區",榮復里,高雄市前金區成功一路308號,1,130.27,新興分局
QJ0490," 大樓"," 前金區",長城里,高雄市前金區河南二路109號,1,201.98,新興分局
XX1189," 大樓"," 新興區",光耀里,高雄市新興區復橫一路31號,1,612.28,新興分局
XX1193," 大樓"," 新興區",黎明里,高雄市新興區南華橫一路43號,1,407.44,新興分局
XX1199," 大樓"," 新興區",德生里,高雄市新興區德順街11號,2,234.96,新興分局
XX1205," 大樓"," 新興區",漢民里,高雄市新興區民生一路348號,1,54.42,新興分局
XX1206," 大樓"," 新興區",振華里,高雄市新興區民享街67號,1,374.25,新興分局
XX1210," 大樓"," 新興區",玉衡里,高雄市新興區玉竹二街14號,1,637.07,新興分局
QJ0492," 大樓"," 前金區",文東里,高雄市前金區中華四路314號,1,168.13,新興分局
XX1211,交通部電信總局," 新興區",順昌里,高雄市新興區七賢一路18號,2,318.24,新興分局
XX1212,交通部電信總局," 新興區",順昌里,高雄市新興區七賢一路18號,2,1055.78,新興分局
XX1213," 大樓"," 新興區",振華里,高雄市新興區民享街102號,1,332.92,新興分局
XX1214," 大樓"," 新興區",大明里,高雄市新興區自立二路8號,1,227.96,新興分局
XX1215," 大樓"," 新興區",愛平里,高雄市新興區林森一路187號,2,223.05,新興分局
QJ0493," 大樓"," 前金區",博孝里,高雄市前金區河東路8號,3,1331.05,新興分局
QJ0494," 大樓"," 前金區",文東里,高雄市前金區中華四路282號,2,380.95,新興分局
XX1218," 大樓"," 新興區",文昌里,高雄市新興區信守街104號,1,288.29,新興分局
XX1226," 大樓"," 新興區",秋山里,高雄市新興區七賢二路11號,3,915.82,新興分局
XX1227," 大樓"," 新興區",興昌里,高雄市新興區民族二路97號,2,559.41,新興分局
XX1236," 大樓"," 新興區",長驛里,高雄市新興區六合二路86號,2,345.85,新興分局
QJ0504," 大樓"," 前金區",新生里,高雄市前金區七賢二路396號,2,1873.43,新興分局
XX1237," 大樓"," 新興區",成功里,高雄市新興區仁愛一街167號,1,94.4,新興分局
XX1245," 大樓"," 新興區",德生里,高雄市新興區民生一路77號,2,292.51,新興分局
XX1246," 大樓"," 新興區",永寧里,高雄市新興區五福二路116號,2,367.52,新興分局
XX1247," 大樓"," 新興區",黎明里,高雄市新興區六合一路158號,2,506.52,新興分局
QJ0510," 大樓"," 前金區",林投里,高雄市前金區中正四路235號,4,2834.51,新興分局
XX1248,交通部電信總局," 新興區",順昌里,高雄市新興區七賢一路20號,2,1803.54,新興分局
QJ0511," 大樓"," 前金區",草江里,高雄市前金區瑞源路140號,2,900.67,新興分局
QJ0512," 大樓"," 前金區",新生里,高雄市前金區七賢二路249號,1,91.58,新興分局
XX1249," 大樓"," 新興區",成功里,高雄市新興區仁愛一街134號,2,407,新興分局
QJ0513," 大樓"," 前金區",民生里,高雄市前金區文武二街163號,2,256.82,新興分局
QJ0519," 大樓"," 前金區",新生里,高雄市前金區新生里旺盛街162號,1,149.82,新興分局
XX1255," 大樓"," 新興區",黎明里,高雄市新興區南華路136號,1,238.94,新興分局
XX1256," 大樓"," 新興區",浩然里,高雄市新興區五福二路49號,2,746.73,新興分局
QJ0521," 大樓"," 前金區",長城里,高雄市前金區中正四路148號,2,461.7,新興分局
XX1258," 大樓"," 新興區",興昌里,高雄市新興區興昌里中東街221號,1,119.14,新興分局
QJ0522," 大樓"," 前金區",社東里,高雄市前金區光復二街48號,1,1095.75,新興分局
XX1259," 大樓"," 新興區",振華里,高雄市新興區民享街127號,1,105.45,新興分局
XX1260," 大樓"," 新興區",文昌里,高雄市新興區和平一路199號,2,717.79,新興分局
XX1262," 大樓"," 新興區",浩然里,高雄市新興區仁愛二街75號,1,140.6,新興分局
QJ0523," 大樓"," 新興區",民生里,高雄市前金區文武二街168號,1,221.92,新興分局
XX1264,高市新興區信義國民小學," 新興區",興昌里,高雄市新興區中正三路32號,1,437.61,新興分局
QJ0524," 大樓"," 前金區",國民里,高雄市前金區市中一路167號,1,206.1,新興分局
XX1265," 大樓"," 新興區",光耀里,高雄市新興區光耀里民族二路13號,1,72.54,新興分局
XX1267," 大樓"," 新興區",新江里,高雄市新興區八德一路332號,1,388.45,新興分局
XX1268,高雄市立高雄商業職業學校," 新興區",浩然里,高雄市新興區五福二路3號,1,286.58,新興分局
QJ0530," 大樓"," 前金區",東金里,高雄市前金區文武一街52號,1,146.76,新興分局
XX1269," 大樓"," 新興區",永寧里,高雄市新興區仁愛二街218號,1,161.52,新興分局
XX1270," 大樓"," 新興區",浩然里,高雄市新興區復興二路157號,1,131.78,新興分局
QJ0531,高雄市大同醫院," 前金區",復元里,高雄市前金區中華三路68號,2,5051.62,新興分局
XX1271," 大樓"," 新興區",南港里,高雄市新興區仁愛一街311號,1,140.54,新興分局
XX1273," 大樓"," 新興區",文昌里,高雄市新興區六合路183號,2,456.55,新興分局
QJ0532," 大樓"," 前金區",新生里,高雄市前金區市中一路236號,1,138.45,新興分局
QJ0533," 大樓"," 前金區",林投里,高雄市前金區河東路188號,2,7412.36,新興分局
XX1274," 大樓"," 新興區",建華里,高雄市新興區同愛街28號,5,683.8,新興分局
XX1275," 大樓"," 新興區",浩然里,高雄市新興區復興二路260號,2,1419.08,新興分局
XX1276,大通大飯店有限公司," 新興區",榮治里,高雄市新興區大同一路205號,1,273.51,新興分局
QJ0534," 大樓"," 前金區",文東里,高雄市前金區中山二路505號,2,882.71,新興分局
QJ0535," 大樓"," 前金區",復元里,高雄市前金區大同二路11號,1,203.2,新興分局
QJ0536," 大樓"," 前金區",榮復里,高雄市前金區五福三路79號,2,722.71,新興分局
QJ0537," 大樓"," 前金區",長城里,高雄市前金區河南二路106號,1,785.14,新興分局
XX1279,國群大飯店有限公司," 新興區",光耀里,高雄市新興區民族二路35號,2,535.99,新興分局
XX1284," 大樓"," 新興區",德生里,高雄市新興區德生里五福二路28號,1,168.51,新興分局
XX1285," 大樓"," 新興區",興昌里,高雄市新興區中東街227號,1,136.48,新興分局
XX1300,南山人壽保險股份有限公司," 新興區",中東里,高雄市新興區中正三路38號,3,944.78,新興分局
XX1302," 大樓"," 新興區",南港里,高雄市新興區八德一路193號,1,152.39,新興分局
XX1303," 大樓"," 新興區",明莊里,高雄市新興區六合二路1號,2,1394.38,新興分局
XX1304," 大樓"," 新興區",德生里,高雄市新興區民生一路111號,2,783.8,新興分局
XX1305,麗景大酒店有限公司," 新興區",德生里,高雄市新興區五福一路106號,3,594.44,新興分局
XX1306," 大樓"," 新興區",開平里,高雄市新興區同心路34號,1,153.4,新興分局
XX1308," 大樓"," 新興區",秋山里,高雄市新興區六合二路10號,2,485.95,新興分局
QJ0543," 大樓"," 前金區",北金里,高雄市前金區文武一街141號,1,158.05,新興分局
QJ0544," 大樓"," 前金區",文西里,高雄市前金區中華四路293號,1,522.55,新興分局
XX1309," 大樓"," 新興區",長驛里,高雄市新興區七賢二路95之1號,1,89.48,新興分局
XX1310," 大樓"," 新興區",長驛里,高雄市新興區南台路89號,1,253.38,新興分局
XX1311," 大樓"," 新興區",黎明里,高雄市新興區七賢一路469號,3,1010.23,新興分局
XX1312," 大樓"," 新興區",華聲里,高雄市新興區新興路26號,1,129.2,新興分局
XX1313," 大樓"," 新興區",德望里,高雄市新興區民生一路206號,4,553.45,新興分局
QJ0545," 大樓"," 前金區",新生里,高雄市前金區旺盛街186之1號,1,464.88,新興分局
QJ0546," 大樓"," 前金區",民生里,高雄市前金區自強二路168號,1,210.21,新興分局
XX1315," 大樓"," 新興區",大明里,高雄市新興區大同一路188號,3,1546.49,新興分局
XX1316," 大樓"," 新興區",興昌里,高雄市新興區信守街123號,1,107.02,新興分局
XX1317," 大樓"," 新興區",浩然里,高雄市新興區文化路5號,1,377.28,新興分局
XX1318," 大樓"," 新興區",德生里,高雄市新興區五福二路26號,1,100.41,新興分局
QJ0547," 大樓"," 前金區",東金里,高雄市前金區榮安街35號,1,155.31,新興分局
QJ0548," 大樓"," 前金區",文西里,高雄市前金區新田路234號,1,157.68,新興分局
QJ0549," 大樓"," 前金區",復元里,高雄市前金區中華三路77之1號,2,499.55,新興分局
XX1319," 大樓"," 新興區",建華里,高雄市新興區南台橫路32號,1,355.23,新興分局
XX1320," 大樓"," 新興區",浩然里,高雄市新興區忠孝一路74號,2,138.37,新興分局
QJ0550," 大樓"," 前金區",長生里,高雄市前金區中華三路15號,2,230.28,新興分局
QJ0551," 大樓"," 前金區",長城里,高雄市前金區河南二路97之2號,1,441.25,新興分局
QJ0552," 大樓"," 前金區",東金里,高雄市前金區東金里七賢二路207號,2,390.34,新興分局
XX1321," 大樓"," 新興區",光耀里,高雄市新興區錦田路20號,2,680.28,新興分局
XX1322," 大樓"," 新興區",順昌里,高雄市新興區民族二路166號,1,358.05,新興分局
XX1323," 大樓"," 新興區",文昌里,高雄市新興區六合路138號,1,169.39,新興分局
QJ0553," 大樓"," 前金區",青山里,高雄市前金區中正四路139號,3,413.45,新興分局
QJ0554," 大樓"," 前金區",東金里,高雄市前金區六合二路160號,2,583.86,新興分局
XX1324," 大樓"," 新興區",成功里,高雄市新興區林森一路196號,2,415.2,新興分局
XX1325," 大樓"," 新興區",秋山里,高雄市新興區民主路26號,2,443.91,新興分局
XX1326," 大樓"," 新興區",德生里,高雄市新興區民生一路247號,3,910.18,新興分局
QJ0555," 大樓"," 前金區",社東里,高雄市前金區五福三路80號,2,1079.94,新興分局
QJ0556," 大樓"," 前金區",復元里,高雄市前金區復元里自強二路102之6號,1,101.27,新興分局
XX1327,皇家季節酒店," 新興區",玉衡里,高雄市新興區中山一路4號,3,1172.11,新興分局
QJ0557," 大樓"," 前金區",長城里,高雄市前金區中山橫路98號,1,148.82,新興分局
QJ0558," 大樓"," 前金區",新生里,高雄市前金區河南二路174號,1,800.25,新興分局
XX1328," 大樓"," 新興區",開平里,高雄市新興區八德一路59號,1,327.87,新興分局
QJ0559,高雄市政府警察局," 前金區",後金里,高雄市前金區中正四路260號,1,663.32,新興分局
QJ0562," 大樓"," 前金區",新生里,高雄市前金區市中一路290號,1,163.67,新興分局
XX1329," 大樓"," 新興區",德望里,高雄市新興區黃海街183號,1,450,新興分局
QJ0563," 大樓"," 前金區",東金里,高雄市前金區中華三路185號,1,89.07,新興分局
QJ0564," 大樓"," 前金區",新生里,高雄市前金區成功一路553號,1,125.68,新興分局
QJ0565,人生遠景大樓," 前金區",復元里,高雄市前金區福音街28號,2,544.53,新興分局
QJ0566," 大樓"," 前金區",新生里,高雄市前金區成功一路549號,1,412.89,新興分局
QJ0567," 大樓"," 前金區",社東里,高雄市前金區民生二路139號,2,1666.32,新興分局
XX1330,高雄市立新興國民中學," 新興區",玉衡里,高雄市新興區五福二路218號,1,1961.03,新興分局
QJ0568," 大樓"," 前金區",東金里,高雄市前金區中華三路149號,1,1059.64,新興分局
QJ0569," 大樓"," 前金區",長城里,高雄市前金區六合二路107之1號,3,778.53,新興分局
XX1331," 大樓"," 新興區",德望里,高雄市新興區南海街195號,1,228.16,新興分局
QJ0570," 大樓"," 前金區",北金里,高雄市前金區河南二路123號,1,720.44,新興分局
XX1332," 大樓"," 新興區",建華里,高雄市新興區八德二路98號,1,205.51,新興分局
XX1333," 大樓"," 新興區",玉衡里,高雄市新興區竹圍路2號,1,151.11,新興分局
QJ0571," 大樓"," 前金區",青山里,高雄市前金區中華三路108號,2,753.76,新興分局
XX1334," 大樓"," 新興區",光耀里,高雄市新興區民生一路54號,3,2017.37,新興分局
XX1336," 大樓"," 新興區",德政里,高雄市新興區忠孝一路233號,2,413.09,新興分局
QJ0572," 大樓"," 前金區",草江里,高雄市前金區七賢二路191號,1,490.39,新興分局
XX1337,透天," 新興區",建華里,高雄市新興區七賢二路58號,1,1016.29,新興分局
XX1338," 大樓"," 新興區",開平里,高雄市新興區河南一路19號,1,601.12,新興分局
XX1339,交通部電信總局," 新興區",順昌里,高雄市新興區七賢一路18號,2,708.13,新興分局
XX1340," 大樓"," 新興區",玉衡里,高雄市新興區文橫一路68號,2,135,新興分局
XX1341," 大樓"," 新興區",德望里,高雄市新興區東海街206號,1,370.54,新興分局
XX1342," 大樓"," 新興區",華聲里,高雄市新興區民生一路328號,2,191.35,新興分局
XX1343," 大樓"," 新興區",德生里,高雄市新興區民權一路251號地下室,4,1459.74,新興分局
XX1344," 大樓"," 新興區",蕉園里,高雄市新興區球庭路47號,1,56.02,新興分局
QJ0573,高雄市前金國民小學," 前金區",國民里,高雄市前金區大同二路61號,1,259.3,新興分局
XX1345," 大樓"," 新興區",黎明里,高雄市新興區中山一路200號,2,256.61,新興分局
QJ0574,高雄市前金國民小學," 前金區",國民里,高雄市前金區大同二路61號,1,2406.69,新興分局
QJ0575," 大樓"," 前金區",博孝里,高雄市前金區光復二街167號,3,1361.09,新興分局
XX1346," 大樓"," 新興區",浩然里,高雄市新興區民權街8之4號,1,101.96,新興分局
QJ0576," 大樓"," 前金區",草江里,高雄市前金區六合二路128號,2,215.28,新興分局
XX1347,高雄市新興區信義國民小學," 新興區",興昌里,高雄市新興區中正三路32號,1,1313.68,新興分局
XX1348," 大樓"," 新興區",文昌里,高雄市新興區尚義街156號,1,57.5,新興分局
XX1349," 大樓"," 新興區",秋山里,高雄市新興區七賢二路69號,1,117.06,新興分局
XX1350,高雄市新興區新興國民小學," 新興區",浩然里,高雄市新興區林森一路60號,1,1381.01,新興分局
XX1351," 大樓"," 新興區",華聲里,高雄市新興區大同一路67號,1,89.56,新興分局
QJ0577," 大樓"," 前金區",青山里,高雄市前金區自立橫路75號,1,552.22,新興分局
XX1352," 大樓"," 新興區",德政里,高雄市新興區復橫一路221號,1,168.43,新興分局
XX1353," 大樓"," 新興區",德望里,高雄市新興區渤海街163號,1,80.39,新興分局
XX1354," 大樓"," 新興區",文昌里,高雄市新興區信守街12號,2,817.61,新興分局
XX1355," 大樓"," 新興區",中東里,高雄市新興區中正三路68之5號,1,167.03,新興分局
XX1356," 大樓"," 新興區",振華里,高雄市新興區新田路145號,2,457.38,新興分局
XX1357," 大樓"," 新興區",德望里,高雄市新興區民生一路208號,2,249.23,新興分局
XX1358," 大樓"," 新興區",浩然里,高雄市新興區民權街8之15號,1,196.85,新興分局
QJ0578," 大樓"," 前金區",北金里,高雄市前金區文武一街89號,1,52.79,新興分局
QJ0579," 大樓"," 前金區",青山里,高雄市前金區瑞源路33號,1,43.86,新興分局
XX1359," 大樓"," 新興區",浩然里,高雄市新興區民權街8之9號,1,128.52,新興分局
XX1360," 大樓"," 新興區",文昌里,高雄市新興區尚義街159號地下層,2,406.49,新興分局
XX1361," 大樓"," 新興區",德政里,高雄市新興區復橫一路209號,1,481.6,新興分局
XX1362," 大樓"," 新興區",振華里,高雄市新興區新田路161號,1,77.88,新興分局
QJ0581," 大樓"," 前金區",北金里,高雄市前金區八德二路212號,1,682.54,新興分局
XX1363," 大樓"," 新興區",文昌里,高雄市新興區尚義街157號,1,47.26,新興分局
QJ0582," 大樓"," 前金區",社西里,高雄市前金區社西里民生二路203號,1,242.76,新興分局
QJ0583," 大樓"," 前金區",博孝里,高雄市前金區五福三路148號,1,488.77,新興分局
QJ0584," 大樓"," 前金區",新生里,高雄市前金區七賢二路295號,1,411.63,新興分局
XX1364," 大樓"," 新興區",德望里,高雄市新興區復橫一路143號,1,243.71,新興分局
XX1365," 大樓"," 新興區",開平里,高雄市新興區七賢一路216號,3,746.65,新興分局
QJ0585," 大樓"," 前金區",青山里,高雄市前金區瑞源路46號,1,121.55,新興分局
QJ0586," 大樓"," 前金區",青山里,高雄市前金區中正四路151號,3,655.07,新興分局
XX1366," 大樓"," 新興區",興昌里,高雄市新興區開封路114號,1,142.23,新興分局
XX1367," 大樓"," 新興區",仁聲里,高雄市新興區復興一路63號B,3,892.15,新興分局
XX1368," 大樓"," 新興區",振華里,高雄市新興區新田路7號,1,182.41,新興分局
XX1369," 大樓"," 新興區",明莊里,高雄市新興區六合二路37號,2,434.72,新興分局
XX1370," 大樓"," 新興區",黎明里,高雄市新興區南華橫一路11號,1,707.36,新興分局
QJ0588," 大樓"," 前金區",東金里,高雄市前金區六合二路173號,1,86.05,新興分局
XX1371," 大樓"," 新興區",秋山里,高雄市新興區南台路124號,1,193.9,新興分局
QJ0589," 大樓"," 前金區",青山里,高雄市前金區自立橫路52號,1,160.26,新興分局
XX1372," 大樓"," 新興區",浩然里,高雄市新興區復興二路171號,2,753.82,新興分局
QJ0590," 大樓"," 前金區",榮復里,高雄市前金區五福三路63號,3,748.84,新興分局
XX1373," 合作金庫銀行 東高雄分行"," 新興區",德望里,高雄市新興區民生一路176號,2,798.29,新興分局
XX1374," 大樓"," 新興區",光耀里,高雄市新興區開封路39號,1,352.06,新興分局
